user_id,Recency,Frequency,Monetary
176862208,14,12,77.47
176971681,12,1,3.33
176992224,3,12,58.12
177282448,93,4,21.1
177289948,98,14,50.64
177390915,99,6,51.9
177791002,18,143,701.29
177935706,87,4,53.81
177935823,37,23,185.39
178071789,77,4,26.349999999999998
178120950,95,28,91.16
178177613,114,4,23.08
178180437,89,2,43.17
178186931,124,7,70.96000000000001
178330355,28,11,56.379999999999995
178855388,114,9,67.68
179006895,39,79,303.06
179573219,53,4,20.7
179754649,45,4,19.84
180221584,50,15,183.41
180273558,42,3,21.270000000000003
180638540,24,5,48.49
181122527,29,5,28.4
181247486,139,9,10.57
181487726,142,2,5.62
181592792,150,4,21.189999999999998
181678993,149,44,86.45
181936562,138,10,42.14
182639982,109,9,36.1
182641262,84,11,55.29
182869477,51,8,59.2
182990604,9,1,16.83
183128955,128,16,44.64
183412659,124,34,131.14000000000001
183425943,139,2,16.03
184032349,149,27,56.54
184080839,128,6,22.54
184175105,58,15,75.14
184386547,32,25,97.72
184746873,129,8,33.31
184878272,113,11,42.33
184954917,50,8,18.17
185624486,124,7,39.86
185694683,11,75,161.97
185769245,113,26,142.27
185841814,42,3,13.16
185889245,4,12,50.61
185929404,102,17,108.92
186020703,36,142,741.7
186407136,129,15,29.400000000000002
186631290,18,34,115.28
186742626,146,18,101.67
186859817,15,4,40.38
186980991,136,7,20.330000000000002
187082466,134,1,32.3
187129948,107,6,41.08
187485568,16,76,387.58
187565158,43,62,297.21
187579775,9,8,51.45
187676505,12,54,535.54
187697719,35,22,77.33
187803012,49,12,25.24
188054667,39,1,24.6
188215912,76,7,10.79
188317333,99,15,57.42
188544526,66,14,47.21
188553922,38,6,12.77
188580638,31,15,33.6
188587908,65,22,76.14
188740654,13,62,234.62
188865635,145,1,13.97
189055424,114,7,15.829999999999998
189380898,46,4,21.990000000000002
189390340,22,1,16.35
189598484,128,3,15.79
189869989,100,4,23.65
189877842,130,12,27.68
189996859,74,13,76.11
190662861,20,27,202.24
190689705,40,1,14.29
190707972,144,3,7.550000000000001
190768170,128,1,68.24
190904720,91,24,46.339999999999996
190922002,24,19,80.49
190928039,70,6,24.11
191011024,80,8,22.75
191180790,78,8,45.88
191349816,92,63,179.16
191450624,97,3,55.47
191611368,52,43,298.94
191683805,119,9,23.95
192202061,90,3,22.24
192244414,18,9,33.54
192374468,111,5,11.719999999999999
192605792,2,42,65.25
192709765,4,85,384.49
192859532,92,14,55.47
192943709,36,6,56.19
193059829,2,48,261.43
193632929,32,3,20.48
193837623,97,16,52.61
194129364,3,80,359.4
194303792,149,71,180.88
194550111,134,10,62.72
194594335,131,1,9.52
194804840,120,5,39.91
194809352,97,12,204.58
195155373,114,2,58.1
195176258,134,13,60.6
195466357,149,4,25.64
195687127,125,5,36.9
195730373,99,4,6.359999999999999
195819725,72,4,55.22
195977975,43,10,49.34
196042408,0,87,976.11
196534801,119,2,9.82
196780785,56,7,39.370000000000005
196788871,91,6,14.51
196957742,128,1,4.13
197004660,5,40,158.38
197018379,93,4,17.619999999999997
197306873,39,13,30.37
197439968,82,59,207.11
197484335,99,7,22.520000000000003
197675843,24,35,114.45
197676114,47,6,14.22
197963355,80,1,13.65
198693729,4,7,32.53
198778103,1,101,337.81
198925986,98,3,21.71
199035228,23,3,29.13
199184254,36,25,70.92
199252367,46,2,30.8
199440233,103,5,15.46
199560729,149,6,41.010000000000005
199589068,78,6,21.98
199598006,12,51,185.06
199968318,97,6,25.939999999999998
200054936,44,25,93.89
200475143,141,4,16.56
200698039,51,144,876.91
200740139,83,9,36.9
200897375,30,8,22.43
201041972,54,13,52.83
201163822,87,33,237.13
201260370,3,6,25.46
201271139,19,64,319.0
201302301,34,5,74.29
201440000,23,7,43.64
201677976,123,1,18.89
201679349,18,15,80.06
201686069,40,7,41.48
201708690,123,8,23.220000000000002
201720695,90,7,37.38
201744074,10,74,429.52
201800755,62,7,16.16
201832575,0,72,402.03
201847759,16,42,235.01
201877138,133,3,48.160000000000004
201880274,124,10,137.89
201968865,108,4,37.769999999999996
201973945,130,26,73.29
201989382,33,15,54.23
202009202,102,25,186.47
202042139,142,11,46.2
202049973,126,23,92.77
202233709,0,78,232.07
202259440,11,22,103.33
202282189,32,42,157.29
202429735,38,7,38.1
202438687,105,37,75.72
202472817,6,91,440.09999999999997
202583750,137,4,41.730000000000004
202598045,40,28,174.12
202869789,31,28,160.07
202874168,101,35,86.73
203013955,13,6,47.47
203114329,34,59,163.02
203228583,69,3,12.32
203231372,55,21,50.39
203248000,138,23,101.75999999999999
203257482,93,6,12.14
203305249,100,11,57.32
203366328,18,17,117.06
203380073,114,1,25.0
203420748,91,8,37.17
203494177,117,3,62.769999999999996
203606839,121,7,75.55000000000001
203775604,43,1,19.52
203776564,12,27,181.51999999999998
203779632,100,27,85.8
203899385,141,13,37.64
203943263,74,52,200.42000000000002
203981094,92,6,34.730000000000004
203998694,81,53,191.53
204021497,99,5,11.81
204034675,140,19,81.13
204142009,40,6,37.05
204166748,32,36,425.05
204178807,86,6,25.33
204181964,12,30,101.61
204490508,99,5,50.35
204503712,87,4,61.75
204525992,99,4,23.87
204598976,39,75,314.58
204614866,134,17,96.12
204668884,1,56,168.75
204805946,65,17,42.81
205013073,129,15,35.53
205013255,60,3,14.23
205018731,47,18,87.42
205149898,100,30,128.47
205176636,17,44,82.74
205191366,102,4,26.63
205277242,104,6,72.31
205289192,69,6,41.47
205351573,104,4,29.759999999999998
205826083,90,6,64.19
205833890,100,15,87.6
206010791,13,2,11.42
206070530,6,2,10.48
206494362,32,35,93.91
206570671,87,17,134.4
206650381,101,4,18.42
206707690,54,39,107.3
206869261,92,36,50.71
206889623,120,1,1.94
206993755,4,14,56.47
207327194,43,12,40.4
207366744,86,2,12.54
207373867,124,6,19.29
207395269,36,27,153.17
207639715,42,1,53.21
207914401,65,3,11.91
207931354,143,1,6.19
208267691,86,4,8.23
208358934,8,11,57.93
208683991,3,5,15.71
208865715,136,4,54.29
208910165,18,1,19.03
209220711,134,9,53.010000000000005
209281726,129,4,61.16
209478177,108,1,9.76
209484612,45,2,14.19
209554035,99,12,83.17
210376301,12,8,9.09
210404514,34,23,51.46
210529906,54,13,297.28999999999996
210660005,114,1,41.27
211065012,40,16,65.63
211557196,40,5,17.86
211958693,51,42,182.61
212061702,125,2,13.34
212417951,145,26,99.54
212571000,130,13,102.65
212600790,24,3,13.36
212783065,15,44,139.01
212813165,91,7,34.69
213303628,32,8,30.92
213527947,128,3,13.82
214108546,4,10,87.79
214304130,81,4,41.03
214345090,32,10,47.96
214567841,119,13,49.15
214649367,11,8,28.689999999999998
214663504,73,2,33.65
214683630,102,17,46.550000000000004
214807188,120,3,11.18
214955670,2,38,210.7
214969411,20,12,84.51
215040630,110,10,85.55
215105425,12,1,10.32
215234329,12,12,96.38
215426509,42,4,9.92
215450430,68,67,230.32
215487435,81,4,41.01
215551397,53,2,13.489999999999998
215559872,144,48,123.17
215774309,121,5,46.59
215988947,114,10,42.35
216050304,122,3,11.190000000000001
216129711,98,16,84.12
216194313,93,33,119.08
216194318,97,18,38.68
216604548,33,7,21.34
216791456,44,15,60.75
217401021,87,4,13.41
217587178,98,8,35.23
217643692,87,18,113.78999999999999
218063529,134,17,58.55
218446295,47,9,23.58
218670245,93,2,32.67
218961901,136,15,37.55
219019350,3,14,46.36
219226471,138,2,13.18
219271433,3,120,326.34999999999997
219465285,118,2,25.400000000000002
219542972,15,8,41.58
219589368,146,2,26.979999999999997
219890688,35,10,103.22
220035185,143,13,49.95
220154766,22,11,31.96
220170429,92,26,45.56
220304536,110,8,68.34
220428560,118,5,10.65
220455949,135,5,24.66
220565458,38,1,57.14
220660660,48,18,115.28999999999999
220757052,141,5,9.72
220878471,0,4,14.59
220930114,134,6,16.91
220965197,124,19,48.36
221169265,9,7,58.1
221363364,127,4,35.19
221375480,70,3,15.52
221454053,25,21,114.12
221677399,81,21,52.75
221988388,67,7,18.07
222071825,136,3,12.54
222111709,23,29,129.4
222225189,2,76,353.84
222458546,120,1,19.03
222462997,97,8,9.63
222564172,40,8,17.84
222571460,16,1,14.6
222692892,149,1,31.59
222944238,150,6,17.93
222944875,42,11,22.53
223048543,145,8,53.14
223293700,4,150,848.12
223314977,77,9,42.059999999999995
223531117,97,10,176.0
223624171,84,26,80.83
224165262,141,11,71.95
224519667,120,1,20.0
224802545,65,9,43.18
225090343,100,4,21.0
225183218,129,2,15.48
225554623,75,5,23.45
225650221,92,6,42.88
225825142,120,4,13.16
225911242,29,27,101.4
226566917,54,7,63.65
226572682,129,3,9.790000000000001
226770989,69,9,39.02
226875772,85,8,41.04
226926308,33,16,83.43
227060608,71,13,40.08
227204634,134,13,67.2
227220075,99,7,95.61
227284580,113,17,133.79
227354339,65,20,79.03
227474186,108,1,14.89
227515153,108,3,13.18
227582541,114,9,45.35
227810019,70,8,86.73
227817084,119,8,35.93
227834743,80,6,10.01
227880547,32,9,37.04
227889021,25,23,86.10000000000001
228037054,102,3,12.540000000000001
228257067,15,31,80.7
228305296,93,3,37.0
228336121,128,3,40.08
228337277,99,11,50.44
228341360,37,8,24.55
228566753,119,44,244.43
228729308,51,2,10.379999999999999
228805105,122,20,94.33
229059909,129,8,42.87
229079556,41,3,18.869999999999997
229373847,18,15,67.25
229557551,8,77,360.92
229796396,93,1,15.35
229800210,24,2,10.48
229999526,16,16,104.77
230121886,30,17,48.62
230179434,79,6,16.97
230350829,52,5,30.88
230375638,3,25,170.34
230511317,65,6,45.980000000000004
230650016,21,29,107.49
230669201,139,3,31.59
230719564,46,12,42.67
230775765,98,10,57.629999999999995
230777718,52,5,26.46
230780328,26,33,119.89
230788374,15,24,175.63
230796685,134,3,17.4
230798814,86,7,19.91
230803373,47,4,40.730000000000004
230804022,122,5,25.72
230804370,123,14,13.870000000000001
230807908,42,10,23.19
230813572,135,3,15.870000000000001
230818653,42,62,277.57
230818889,19,43,255.03
230819711,0,57,559.79
230826032,25,36,165.79
230849522,100,8,44.05
230855382,51,7,104.97000000000001
230858777,3,13,32.53
230859562,48,5,17.53
230860281,100,37,128.05
230862012,27,25,121.35
230868257,89,5,9.66
230873110,99,43,190.84
230885854,55,34,288.29
230891437,38,12,87.13
230893475,32,36,321.55
230901997,86,2,34.82
230903352,98,10,29.45
230910131,27,78,182.72
230911992,68,14,58.09
230912605,95,3,26.5
230918028,149,2,16.03
230920237,11,23,102.53
230921611,148,3,14.54
230923286,9,27,88.78
230926253,65,5,14.07
230926335,31,29,101.9
230933404,93,16,52.13
230934864,49,27,188.45000000000002
230935013,1,98,395.17
230936437,149,2,8.73
230952088,18,15,41.2
230953326,82,7,20.93
230956608,115,7,29.36
230973219,18,22,139.97
230979200,90,4,15.88
230988758,1,3,20.03
230991755,26,32,178.07999999999998
231004021,131,4,31.04
231009892,94,8,87.87
231011087,24,39,222.15
231019877,16,20,50.41
231022172,110,15,69.71
231023829,33,19,79.08
231029154,1,130,697.8199999999999
231036933,92,6,31.83
231048129,6,16,104.04
231052075,47,27,133.25
231052642,67,7,29.77
231053975,86,2,21.9
231055816,92,20,106.33
231058963,35,1,63.48
231063245,71,1,52.32
231065844,16,29,208.59
231066621,17,2,9.7
231071539,139,9,98.33
231072256,26,47,222.51
231076778,4,54,470.79
231088528,72,10,39.7
231098663,133,2,19.53
231105826,92,21,88.44
231106257,32,53,283.44
231107645,2,69,271.07
231109713,2,70,487.76
231115019,98,4,24.29
231125819,129,2,11.58
231131469,33,39,155.81
231139442,69,6,26.6
231150651,139,19,80.61
231151094,89,7,40.62
231151917,1,1,75.25
231161486,90,8,31.69
231163556,97,9,84.92999999999999
231166811,32,18,32.81
231183945,80,3,10.71
231195163,66,4,30.26
231200003,149,3,20.48
231204997,17,17,87.55
231210226,147,4,6.41
231212683,114,9,60.7
231224387,12,13,103.96
231238682,4,4,18.25
231241114,22,80,209.82
231263320,134,21,93.37
231273799,32,26,147.0
231278865,18,5,11.450000000000001
231282624,13,9,42.769999999999996
231283993,47,19,63.28
231287907,63,1,12.54
231292324,52,1,38.08
231301637,101,7,234.37
231302520,44,2,13.309999999999999
231306136,67,3,15.870000000000001
231327981,8,54,274.54
231332907,31,12,100.86
231343945,99,7,94.39999999999999
231344734,2,28,156.38
231350148,98,5,62.3
231350942,119,2,38.74
231351358,119,3,27.6
231352630,26,60,301.55
231363422,3,141,758.78
231373184,18,16,58.01
231380924,4,6,93.65
231391038,123,9,49.41
231393837,27,3,35.7
231397557,42,16,170.98
231401013,52,5,39.28
231401752,66,3,20.8
231405337,58,6,48.67
231409600,94,6,14.590000000000002
231412385,114,22,125.64
231413698,84,1,15.71
231442402,35,29,128.46
231450367,93,18,63.43
231458576,3,54,179.3
231464025,50,23,96.44
231466227,42,38,316.7
231475474,114,6,54.61
231475653,40,28,98.75
231485969,131,2,15.87
231486172,93,6,17.509999999999998
231489517,97,9,39.59
231492881,97,12,39.71
231492996,92,8,24.44
231532572,98,27,93.91
231538103,20,15,25.47
231541482,71,3,67.95
231542726,92,23,56.43
231551602,5,3,11.1
231567878,125,1,10.63
231579858,32,11,56.849999999999994
231580436,7,14,63.56999999999999
231591575,5,5,30.39
231637757,44,1,26.95
231643937,83,27,194.87
231644022,66,3,32.39
231647424,120,6,38.17
231651354,9,57,320.08
231653159,96,11,99.42
231662009,79,9,47.57
231662173,47,42,145.73
231664815,19,1,20.62
231669450,93,19,74.06
231673551,4,2,5.62
231677786,38,33,119.12
231678366,115,2,11.11
231684246,81,9,85.53999999999999
231689300,4,91,657.11
231690045,50,9,135.34
231690364,4,77,263.22
231693796,11,9,26.47
231699804,135,7,9.84
231702402,53,26,157.73000000000002
231719601,12,54,404.55
231745893,46,21,72.56
231749408,24,11,35.05
231761005,90,9,43.05
231765394,11,35,126.91
231774003,74,8,95.82
231777742,131,5,14.69
231781674,3,13,80.58
231788147,4,52,282.16
231793656,66,4,15.2
231798255,33,2,17.3
231805890,90,13,69.9
231818489,134,16,36.94
231819810,33,11,47.74
231820031,12,83,603.16
231823042,1,72,263.3
231823133,31,4,36.629999999999995
231828962,141,4,26.66
231835422,2,19,59.660000000000004
231837513,1,51,259.78000000000003
231849089,28,77,334.77
231850412,10,35,165.85
231859849,91,13,252.09
231867094,96,12,67.85
231871195,0,29,85.35
231879150,136,4,9.54
231883825,48,26,67.67
231883951,16,10,42.800000000000004
231884127,101,8,12.93
231886021,24,54,148.46
231890271,88,3,17.3
231891565,22,6,39.7
231892300,126,8,41.5
231898927,127,11,43.51
231905221,38,10,130.18
231910771,5,18,65.65
231912823,103,6,15.74
231919128,114,4,29.810000000000002
231924420,32,1,16.67
231949596,79,7,40.95
231961259,85,4,40.879999999999995
231961733,75,2,37.3
231961872,3,38,104.73
231962453,102,6,22.71
231981700,117,1,25.24
231982497,114,3,19.369999999999997
231984909,117,2,21.9
231998917,118,30,104.53
232004262,87,6,103.51
232023638,53,7,36.02
232032524,31,2,38.74
232037053,93,71,191.22
232043056,4,54,197.89
232047705,41,15,98.41
232054981,71,17,50.28
232056238,42,18,115.76
232072294,73,2,10.0
232072842,5,42,243.84
232081367,40,49,258.07
232083594,4,35,170.65
232096733,10,32,218.21
232104776,33,16,64.15
232129705,137,7,28.4
232138229,52,21,64.62
232144831,114,10,59.62
232151975,45,93,537.76
232167330,1,15,90.68
232191231,99,1,22.46
232205935,79,2,44.45
232218841,101,7,29.49
232238761,69,41,186.68
232262134,98,7,49.96
232272449,107,1,12.68
232273004,9,57,270.65000000000003
232285066,70,3,12.030000000000001
232351101,82,3,11.09
232355126,84,2,29.36
232389438,128,7,42.63
232441957,34,1,66.67
232442462,55,7,18.8
232443262,36,12,67.66
232454012,32,2,49.36
232460230,4,18,105.78
232464734,131,9,124.42
232468493,14,10,76.59
232474402,4,6,36.19
232501653,16,84,472.55
232539128,20,61,254.33
232558200,108,11,29.89
232568838,26,3,23.38
232572214,133,4,15.87
232572995,27,10,61.190000000000005
232576962,74,59,356.71
232578640,112,5,52.91
232579427,24,15,136.31
232608891,79,3,1.6
