antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
1487580005713052531,frozenset({'1487580004916134735'}),0.034,0.029,0.004,0.108,3.675,0.003,1.088,0.753
1487580005754995573,frozenset({'1487580004916134735'}),0.051,0.029,0.004,0.077,2.615,0.002,1.051,0.651
1487580004916134735,frozenset({'1487580005754995573'}),0.029,0.051,0.004,0.133,2.615,0.002,1.095,0.636
1487580005855658874,frozenset({'1487580004916134735'}),0.021,0.029,0.003,0.120,4.083,0.002,1.103,0.771
1487580004916134735,frozenset({'1487580005855658874'}),0.029,0.021,0.003,0.087,4.083,0.002,1.072,0.778
1487580004916134735,frozenset({'1487580006317032337'}),0.029,0.115,0.006,0.214,1.858,0.003,1.126,0.476
1487580006317032337,frozenset({'1487580004916134735'}),0.115,0.029,0.006,0.054,1.858,0.003,1.027,0.522
1487580004916134735,frozenset({'1487580007256556476'}),0.029,0.043,0.002,0.084,1.959,0.001,1.045,0.504
1487580007256556476,frozenset({'1487580004916134735'}),0.043,0.029,0.002,0.057,1.959,0.001,1.030,0.511
1487580007281722301,frozenset({'1487580004916134735'}),0.058,0.029,0.003,0.048,1.631,0.001,1.019,0.411
1487580004916134735,frozenset({'1487580007281722301'}),0.029,0.058,0.003,0.095,1.631,0.001,1.040,0.398
1487580004916134735,frozenset({'1487580007634043851'}),0.029,0.032,0.003,0.097,3.000,0.002,1.072,0.687
1487580007634043851,frozenset({'1487580004916134735'}),0.032,0.029,0.003,0.088,3.000,0.002,1.064,0.689
1487580004916134735,frozenset({'1487580007675986893'}),0.029,0.126,0.009,0.301,2.397,0.005,1.251,0.600
1487580007675986893,frozenset({'1487580004916134735'}),0.126,0.029,0.009,0.070,2.397,0.005,1.044,0.667
1487580008145748965,frozenset({'1487580004916134735'}),0.072,0.029,0.004,0.057,1.953,0.002,1.030,0.526
1487580004916134735,frozenset({'1487580008145748965'}),0.029,0.072,0.004,0.141,1.953,0.002,1.080,0.503
1487580004916134735,frozenset({'1487580009286598681'}),0.029,0.128,0.006,0.208,1.621,0.002,1.100,0.395
1487580009286598681,frozenset({'1487580004916134735'}),0.128,0.029,0.006,0.048,1.621,0.002,1.019,0.439
1487580009387261981,frozenset({'1487580004916134735'}),0.055,0.029,0.003,0.050,1.708,0.001,1.022,0.439
1487580004916134735,frozenset({'1487580009387261981'}),0.029,0.055,0.003,0.095,1.708,0.001,1.043,0.427
1487580009445982239,frozenset({'1487580004916134735'}),0.099,0.029,0.005,0.054,1.834,0.002,1.026,0.505
1487580004916134735,frozenset({'1487580009445982239'}),0.029,0.099,0.005,0.181,1.834,0.002,1.101,0.468
1487580004916134735,frozenset({'1487580009471148064'}),0.029,0.052,0.002,0.073,1.410,0.001,1.023,0.300
1487580009471148064,frozenset({'1487580004916134735'}),0.052,0.029,0.002,0.041,1.410,0.001,1.013,0.307
1487580009605365797,frozenset({'1487580004916134735'}),0.037,0.029,0.003,0.087,2.970,0.002,1.063,0.689
1487580004916134735,frozenset({'1487580009605365797'}),0.029,0.037,0.003,0.111,2.970,0.002,1.082,0.683
1487580004916134735,frozenset({'1487580010100293687'}),0.029,0.066,0.003,0.116,1.747,0.001,1.056,0.441
1487580010100293687,frozenset({'1487580004916134735'}),0.066,0.029,0.003,0.051,1.747,0.001,1.023,0.458
1487580011383750769,frozenset({'1487580004916134735'}),0.028,0.029,0.002,0.080,2.715,0.001,1.055,0.650
1487580004916134735,frozenset({'1487580011383750769'}),0.029,0.028,0.002,0.076,2.715,0.001,1.052,0.651
1602943681873052386,frozenset({'1487580004916134735'}),0.104,0.029,0.010,0.092,3.144,0.007,1.069,0.761
1487580004916134735,frozenset({'1602943681873052386'}),0.029,0.104,0.010,0.326,3.144,0.007,1.330,0.702
1783999068909863670,frozenset({'1487580004916134735'}),0.026,0.029,0.003,0.098,3.354,0.002,1.077,0.720
1487580004916134735,frozenset({'1783999068909863670'}),0.029,0.026,0.003,0.087,3.354,0.002,1.066,0.723
1487580005092295511,frozenset({'1487580005008409427'}),0.179,0.008,0.003,0.015,1.999,0.001,1.008,0.609
1487580005008409427,frozenset({'1487580005092295511'}),0.008,0.179,0.003,0.357,1.999,0.001,1.278,0.504
1487580005008409427,frozenset({'1487580005268456287'}),0.008,0.148,0.003,0.342,2.304,0.001,1.294,0.570
1487580005268456287,frozenset({'1487580005008409427'}),0.148,0.008,0.003,0.018,2.304,0.001,1.010,0.665
1487580005092295511,frozenset({'1487580005050352469'}),0.179,0.022,0.009,0.048,2.160,0.005,1.027,0.654
1487580005050352469,frozenset({'1487580005092295511'}),0.022,0.179,0.009,0.386,2.160,0.005,1.337,0.549
1487580005134238553,frozenset({'1487580005050352469'}),0.043,0.022,0.003,0.064,2.903,0.002,1.045,0.685
1487580005050352469,frozenset({'1487580005134238553'}),0.022,0.043,0.003,0.124,2.903,0.002,1.093,0.670
1487580005050352469,frozenset({'1487580005268456287'}),0.022,0.148,0.008,0.366,2.469,0.005,1.344,0.608
1487580005268456287,frozenset({'1487580005050352469'}),0.148,0.022,0.008,0.054,2.469,0.005,1.034,0.699
1487580005511725929,frozenset({'1487580005050352469'}),0.035,0.022,0.003,0.089,4.038,0.002,1.074,0.779
1487580005050352469,frozenset({'1487580005511725929'}),0.022,0.035,0.003,0.140,4.038,0.002,1.122,0.769
1487580005553668971,frozenset({'1487580005050352469'}),0.040,0.022,0.002,0.055,2.479,0.001,1.035,0.621
1487580005050352469,frozenset({'1487580005553668971'}),0.022,0.040,0.002,0.099,2.479,0.001,1.066,0.610
1487580005050352469,frozenset({'1487580005595612013'}),0.022,0.087,0.005,0.209,2.403,0.003,1.154,0.597
1487580005595612013,frozenset({'1487580005050352469'}),0.087,0.022,0.005,0.053,2.403,0.003,1.033,0.639
1487580005671109489,frozenset({'1487580005050352469'}),0.068,0.022,0.003,0.047,2.123,0.002,1.026,0.567
1487580005050352469,frozenset({'1487580005671109489'}),0.022,0.068,0.003,0.143,2.123,0.002,1.089,0.541
1487580005050352469,frozenset({'1487580005713052531'}),0.022,0.034,0.003,0.127,3.782,0.002,1.107,0.752
1487580005713052531,frozenset({'1487580005050352469'}),0.034,0.022,0.003,0.083,3.782,0.002,1.067,0.761
1487580005050352469,frozenset({'1487580005754995573'}),0.022,0.051,0.003,0.133,2.607,0.002,1.094,0.630
1487580005754995573,frozenset({'1487580005050352469'}),0.051,0.022,0.003,0.058,2.607,0.002,1.038,0.650
1487580005050352469,frozenset({'1487580006317032337'}),0.022,0.115,0.005,0.221,1.918,0.002,1.136,0.489
1487580006317032337,frozenset({'1487580005050352469'}),0.115,0.022,0.005,0.042,1.918,0.002,1.021,0.541
1487580005050352469,frozenset({'1487580007256556476'}),0.022,0.043,0.002,0.094,2.190,0.001,1.056,0.556
1487580007256556476,frozenset({'1487580005050352469'}),0.043,0.022,0.002,0.048,2.190,0.001,1.028,0.568
1487580005050352469,frozenset({'1487580007281722301'}),0.022,0.058,0.002,0.112,1.923,0.001,1.060,0.491
1487580007281722301,frozenset({'1487580005050352469'}),0.058,0.022,0.002,0.042,1.923,0.001,1.021,0.510
1487580007432717250,frozenset({'1487580005050352469'}),0.033,0.022,0.002,0.062,2.830,0.001,1.043,0.669
1487580005050352469,frozenset({'1487580007432717250'}),0.022,0.033,0.002,0.094,2.830,0.001,1.067,0.661
1487580005050352469,frozenset({'1487580007675986893'}),0.022,0.126,0.006,0.257,2.045,0.003,1.176,0.522
1487580007675986893,frozenset({'1487580005050352469'}),0.126,0.022,0.006,0.045,2.045,0.003,1.024,0.584
1487580008145748965,frozenset({'1487580005050352469'}),0.072,0.022,0.003,0.042,1.886,0.001,1.020,0.506
1487580005050352469,frozenset({'1487580008145748965'}),0.022,0.072,0.003,0.136,1.886,0.001,1.074,0.480
1487580005050352469,frozenset({'1487580009286598681'}),0.022,0.128,0.006,0.251,1.961,0.003,1.164,0.501
1487580009286598681,frozenset({'1487580005050352469'}),0.128,0.022,0.006,0.043,1.961,0.003,1.022,0.562
1487580005050352469,frozenset({'1487580009387261981'}),0.022,0.055,0.002,0.108,1.950,0.001,1.059,0.498
1487580009387261981,frozenset({'1487580005050352469'}),0.055,0.022,0.002,0.043,1.950,0.001,1.022,0.516
1487580009445982239,frozenset({'1487580005050352469'}),0.099,0.022,0.003,0.035,1.595,0.001,1.014,0.414
1487580005050352469,frozenset({'1487580009445982239'}),0.022,0.099,0.003,0.158,1.595,0.001,1.070,0.382
1487580009605365797,frozenset({'1487580005050352469'}),0.037,0.022,0.002,0.061,2.759,0.001,1.041,0.662
1487580005050352469,frozenset({'1487580009605365797'}),0.022,0.037,0.002,0.103,2.759,0.001,1.073,0.652
1487580005050352469,frozenset({'1487580010100293687'}),0.022,0.066,0.002,0.101,1.522,0.001,1.038,0.351
1487580010100293687,frozenset({'1487580005050352469'}),0.066,0.022,0.002,0.034,1.522,0.001,1.012,0.367
1602943681873052386,frozenset({'1487580005050352469'}),0.104,0.022,0.006,0.062,2.831,0.004,1.043,0.722
1487580005050352469,frozenset({'1602943681873052386'}),0.022,0.104,0.006,0.294,2.831,0.004,1.269,0.661
1487580005050352469,frozenset({'1658462125284131265'}),0.022,0.011,0.002,0.094,8.550,0.002,1.091,0.903
1658462125284131265,frozenset({'1487580005050352469'}),0.011,0.022,0.002,0.189,8.550,0.002,1.205,0.893
1487580005754995573,frozenset({'1487580005067129686'}),0.051,0.006,0.002,0.047,7.935,0.002,1.043,0.921
1487580005067129686,frozenset({'1487580005754995573'}),0.006,0.051,0.002,0.404,7.935,0.002,1.592,0.879
1487580005092295511,frozenset({'1487580005134238553'}),0.179,0.043,0.016,0.089,2.080,0.008,1.051,0.632
1487580005134238553,frozenset({'1487580005092295511'}),0.043,0.179,0.016,0.371,2.080,0.008,1.307,0.542
1487580005092295511,frozenset({'1487580005268456287'}),0.179,0.148,0.086,0.483,3.257,0.060,1.648,0.844
1487580005268456287,frozenset({'1487580005092295511'}),0.148,0.179,0.086,0.582,3.257,0.060,1.964,0.814
1487580005092295511,frozenset({'1487580005427839846'}),0.179,0.018,0.006,0.035,1.931,0.003,1.017,0.587
1487580005427839846,frozenset({'1487580005092295511'}),0.018,0.179,0.006,0.345,1.931,0.003,1.254,0.491
1487580005092295511,frozenset({'1487580005461394279'}),0.179,0.023,0.006,0.033,1.404,0.002,1.010,0.351
1487580005461394279,frozenset({'1487580005092295511'}),0.023,0.179,0.006,0.251,1.404,0.002,1.096,0.295
1487580005092295511,frozenset({'1487580005511725929'}),0.179,0.035,0.013,0.072,2.083,0.007,1.040,0.633
1487580005511725929,frozenset({'1487580005092295511'}),0.035,0.179,0.013,0.372,2.083,0.007,1.308,0.539
1487580005092295511,frozenset({'1487580005553668971'}),0.179,0.040,0.011,0.059,1.487,0.003,1.021,0.399
1487580005553668971,frozenset({'1487580005092295511'}),0.040,0.179,0.011,0.266,1.487,0.003,1.118,0.341
1487580005092295511,frozenset({'1487580005595612013'}),0.179,0.087,0.030,0.167,1.921,0.014,1.096,0.584
1487580005595612013,frozenset({'1487580005092295511'}),0.087,0.179,0.030,0.343,1.921,0.014,1.251,0.525
1487580005092295511,frozenset({'1487580005671109489'}),0.179,0.068,0.022,0.122,1.812,0.010,1.063,0.546
1487580005671109489,frozenset({'1487580005092295511'}),0.068,0.179,0.022,0.324,1.812,0.010,1.215,0.481
1487580005092295511,frozenset({'1487580005713052531'}),0.179,0.034,0.011,0.063,1.881,0.005,1.032,0.570
1487580005713052531,frozenset({'1487580005092295511'}),0.034,0.179,0.011,0.336,1.881,0.005,1.237,0.485
1487580005092295511,frozenset({'1487580005754995573'}),0.179,0.051,0.017,0.097,1.911,0.008,1.051,0.580
1487580005754995573,frozenset({'1487580005092295511'}),0.051,0.179,0.017,0.341,1.911,0.008,1.247,0.502
1487580005092295511,frozenset({'1487580005855658874'}),0.179,0.021,0.006,0.033,1.567,0.002,1.012,0.441
1487580005855658874,frozenset({'1487580005092295511'}),0.021,0.179,0.006,0.280,1.567,0.002,1.141,0.370
1487580005092295511,frozenset({'1487580006132482952'}),0.179,0.012,0.003,0.016,1.300,0.001,1.004,0.281
1487580006132482952,frozenset({'1487580005092295511'}),0.012,0.179,0.003,0.232,1.300,0.001,1.070,0.234
1487580005092295511,frozenset({'1487580006300255120'}),0.179,0.026,0.005,0.026,1.021,0.000,1.001,0.025
1487580006300255120,frozenset({'1487580005092295511'}),0.026,0.179,0.005,0.182,1.021,0.000,1.005,0.021
1487580005092295511,frozenset({'1487580006317032337'}),0.179,0.115,0.035,0.195,1.686,0.014,1.098,0.495
1487580006317032337,frozenset({'1487580005092295511'}),0.115,0.179,0.035,0.301,1.686,0.014,1.175,0.460
1487580005092295511,frozenset({'1487580006350586771'}),0.179,0.021,0.005,0.028,1.331,0.001,1.007,0.303
1487580006350586771,frozenset({'1487580005092295511'}),0.021,0.179,0.005,0.238,1.331,0.001,1.078,0.254
1487580005092295511,frozenset({'1487580006509970331'}),0.179,0.035,0.012,0.067,1.885,0.006,1.034,0.571
1487580006509970331,frozenset({'1487580005092295511'}),0.035,0.179,0.012,0.337,1.885,0.006,1.238,0.487
1487580005092295511,frozenset({'1487580006526747548'}),0.179,0.007,0.002,0.012,1.792,0.001,1.005,0.538
1487580006526747548,frozenset({'1487580005092295511'}),0.007,0.179,0.002,0.320,1.792,0.001,1.208,0.445
1487580005092295511,frozenset({'1487580006551913373'}),0.179,0.037,0.014,0.076,2.050,0.007,1.042,0.624
1487580006551913373,frozenset({'1487580005092295511'}),0.037,0.179,0.014,0.366,2.050,0.007,1.296,0.532
1487580005092295511,frozenset({'1487580006962955182'}),0.179,0.020,0.008,0.042,2.066,0.004,1.023,0.628
1487580006962955182,frozenset({'1487580005092295511'}),0.020,0.179,0.008,0.369,2.066,0.004,1.302,0.527
1487580005092295511,frozenset({'1487580007256556476'}),0.179,0.043,0.014,0.078,1.822,0.006,1.038,0.549
1487580007256556476,frozenset({'1487580005092295511'}),0.043,0.179,0.014,0.325,1.822,0.006,1.218,0.471
1487580005092295511,frozenset({'1487580007281722301'}),0.179,0.058,0.022,0.125,2.149,0.012,1.076,0.651
1487580007281722301,frozenset({'1487580005092295511'}),0.058,0.179,0.022,0.384,2.149,0.012,1.333,0.568
1487580005092295511,frozenset({'1487580007306888126'}),0.179,0.031,0.009,0.052,1.683,0.004,1.022,0.494
1487580007306888126,frozenset({'1487580005092295511'}),0.031,0.179,0.009,0.301,1.683,0.004,1.174,0.419
1487580005092295511,frozenset({'1487580007399162817'}),0.179,0.011,0.003,0.019,1.643,0.001,1.007,0.477
1487580007399162817,frozenset({'1487580005092295511'}),0.011,0.179,0.003,0.294,1.643,0.001,1.163,0.396
1487580005092295511,frozenset({'1487580007432717250'}),0.179,0.033,0.011,0.063,1.899,0.005,1.032,0.576
1487580007432717250,frozenset({'1487580005092295511'}),0.033,0.179,0.011,0.339,1.899,0.005,1.243,0.490
1487580005092295511,frozenset({'1487580007483048900'}),0.179,0.007,0.002,0.012,1.686,0.001,1.005,0.495
1487580007483048900,frozenset({'1487580005092295511'}),0.007,0.179,0.002,0.301,1.686,0.001,1.175,0.410
1487580005092295511,frozenset({'1487580007575323592'}),0.179,0.016,0.004,0.023,1.400,0.001,1.007,0.348
1487580007575323592,frozenset({'1487580005092295511'}),0.016,0.179,0.004,0.250,1.400,0.001,1.095,0.290
1487580005092295511,frozenset({'1487580007592100809'}),0.179,0.011,0.004,0.020,1.720,0.001,1.008,0.509
1487580007592100809,frozenset({'1487580005092295511'}),0.011,0.179,0.004,0.307,1.720,0.001,1.186,0.423
1487580005092295511,frozenset({'1487580007634043851'}),0.179,0.032,0.010,0.057,1.774,0.004,1.027,0.531
1487580007634043851,frozenset({'1487580005092295511'}),0.032,0.179,0.010,0.317,1.774,0.004,1.202,0.451
1487580005092295511,frozenset({'1487580007675986893'}),0.179,0.126,0.038,0.211,1.679,0.015,1.108,0.492
1487580007675986893,frozenset({'1487580005092295511'}),0.126,0.179,0.038,0.300,1.679,0.015,1.173,0.462
1487580005092295511,frozenset({'1487580007717929935'}),0.179,0.015,0.003,0.018,1.264,0.001,1.004,0.254
1487580007717929935,frozenset({'1487580005092295511'}),0.015,0.179,0.003,0.226,1.264,0.001,1.061,0.212
1487580005092295511,frozenset({'1487580007776650194'}),0.179,0.010,0.003,0.019,1.866,0.002,1.009,0.565
1487580007776650194,frozenset({'1487580005092295511'}),0.010,0.179,0.003,0.333,1.866,0.002,1.232,0.469
1487580005092295511,frozenset({'1487580007852147670'}),0.179,0.030,0.006,0.034,1.157,0.001,1.005,0.165
1487580007852147670,frozenset({'1487580005092295511'}),0.030,0.179,0.006,0.207,1.157,0.001,1.035,0.139
1487580005092295511,frozenset({'1487580007910867929'}),0.179,0.030,0.009,0.049,1.602,0.003,1.019,0.457
1487580007910867929,frozenset({'1487580005092295511'}),0.030,0.179,0.009,0.286,1.602,0.003,1.151,0.387
1487580005092295511,frozenset({'1487580007936033754'}),0.179,0.029,0.009,0.052,1.771,0.004,1.024,0.530
1487580007936033754,frozenset({'1487580005092295511'}),0.029,0.179,0.009,0.316,1.771,0.004,1.202,0.449
1487580005092295511,frozenset({'1487580007952810971'}),0.179,0.020,0.006,0.033,1.663,0.002,1.014,0.485
1487580007952810971,frozenset({'1487580005092295511'}),0.020,0.179,0.006,0.297,1.663,0.002,1.168,0.407
1487580005092295511,frozenset({'1487580008145748965'}),0.179,0.072,0.023,0.130,1.803,0.010,1.067,0.542
1487580008145748965,frozenset({'1487580005092295511'}),0.072,0.179,0.023,0.322,1.803,0.010,1.211,0.480
1487580005092295511,frozenset({'1487580008187692007'}),0.179,0.041,0.012,0.069,1.676,0.005,1.030,0.491
1487580008187692007,frozenset({'1487580005092295511'}),0.041,0.179,0.012,0.299,1.676,0.005,1.172,0.420
1487580005092295511,frozenset({'1487580008246412266'}),0.179,0.089,0.005,0.030,0.340,-0.011,0.939,-0.703
1487580008246412266,frozenset({'1487580005092295511'}),0.089,0.179,0.005,0.061,0.340,-0.011,0.874,-0.681
1487580005092295511,frozenset({'1487580008263189483'}),0.179,0.043,0.003,0.018,0.409,-0.005,0.974,-0.637
1487580008263189483,frozenset({'1487580005092295511'}),0.043,0.179,0.003,0.073,0.409,-0.005,0.886,-0.601
1487580005092295511,frozenset({'1487580009051717646'}),0.179,0.023,0.007,0.038,1.612,0.003,1.015,0.462
1487580009051717646,frozenset({'1487580005092295511'}),0.023,0.179,0.007,0.288,1.612,0.003,1.153,0.389
1487580005092295511,frozenset({'1487580009261432856'}),0.179,0.008,0.003,0.015,1.921,0.001,1.007,0.584
1487580009261432856,frozenset({'1487580005092295511'}),0.008,0.179,0.003,0.343,1.921,0.001,1.250,0.483
1487580005092295511,frozenset({'1487580009286598681'}),0.179,0.128,0.042,0.235,1.835,0.019,1.140,0.554
1487580009286598681,frozenset({'1487580005092295511'}),0.128,0.179,0.042,0.328,1.835,0.019,1.222,0.522
1487580005092295511,frozenset({'1487580009311764506'}),0.179,0.047,0.014,0.080,1.676,0.006,1.035,0.491
1487580009311764506,frozenset({'1487580005092295511'}),0.047,0.179,0.014,0.299,1.676,0.006,1.172,0.423
1487580005092295511,frozenset({'1487580009362096156'}),0.179,0.024,0.007,0.040,1.669,0.003,1.017,0.488
1487580009362096156,frozenset({'1487580005092295511'}),0.024,0.179,0.007,0.298,1.669,0.003,1.170,0.411
1487580005092295511,frozenset({'1487580009387261981'}),0.179,0.055,0.026,0.144,2.598,0.016,1.103,0.749
1487580009387261981,frozenset({'1487580005092295511'}),0.055,0.179,0.026,0.464,2.598,0.016,1.533,0.651
1487580005092295511,frozenset({'1487580009445982239'}),0.179,0.099,0.030,0.167,1.687,0.012,1.081,0.496
1487580009445982239,frozenset({'1487580005092295511'}),0.099,0.179,0.030,0.301,1.687,0.012,1.176,0.452
1487580005092295511,frozenset({'1487580009471148064'}),0.179,0.052,0.012,0.070,1.339,0.003,1.019,0.308
1487580009471148064,frozenset({'1487580005092295511'}),0.052,0.179,0.012,0.239,1.339,0.003,1.079,0.267
1487580005092295511,frozenset({'1487580009496313889'}),0.179,0.032,0.009,0.050,1.603,0.003,1.020,0.458
1487580009496313889,frozenset({'1487580005092295511'}),0.032,0.179,0.009,0.286,1.603,0.003,1.151,0.388
1487580005092295511,frozenset({'1487580009521479714'}),0.179,0.011,0.003,0.016,1.506,0.001,1.006,0.409
1487580009521479714,frozenset({'1487580005092295511'}),0.011,0.179,0.003,0.269,1.506,0.001,1.124,0.340
1487580005092295511,frozenset({'1487580009605365797'}),0.179,0.037,0.013,0.075,2.003,0.007,1.040,0.610
1487580009605365797,frozenset({'1487580005092295511'}),0.037,0.179,0.013,0.358,2.003,0.007,1.279,0.520
1487580005092295511,frozenset({'1487580009622143014'}),0.179,0.007,0.002,0.012,1.792,0.001,1.005,0.538
1487580009622143014,frozenset({'1487580005092295511'}),0.007,0.179,0.002,0.320,1.792,0.001,1.208,0.445
1487580005092295511,frozenset({'1487580010100293687'}),0.179,0.066,0.018,0.099,1.490,0.006,1.036,0.401
1487580010100293687,frozenset({'1487580005092295511'}),0.066,0.179,0.018,0.266,1.490,0.006,1.119,0.352
1487580005092295511,frozenset({'1487580010125459512'}),0.179,0.027,0.008,0.042,1.535,0.003,1.015,0.424
1487580010125459512,frozenset({'1487580005092295511'}),0.027,0.179,0.008,0.274,1.535,0.003,1.132,0.358
1487580005092295511,frozenset({'1487580010628776014'}),0.179,0.018,0.006,0.031,1.737,0.002,1.014,0.516
1487580010628776014,frozenset({'1487580005092295511'}),0.018,0.179,0.006,0.310,1.737,0.002,1.191,0.432
1487580005092295511,frozenset({'1487580010645553231'}),0.179,0.011,0.002,0.012,1.156,0.000,1.002,0.164
1487580010645553231,frozenset({'1487580005092295511'}),0.011,0.179,0.002,0.207,1.156,0.000,1.035,0.137
1487580005092295511,frozenset({'1487580010796548183'}),0.179,0.027,0.008,0.047,1.699,0.003,1.020,0.501
1487580010796548183,frozenset({'1487580005092295511'}),0.027,0.179,0.008,0.303,1.699,0.003,1.179,0.423
1487580005092295511,frozenset({'1487580010821714008'}),0.179,0.016,0.005,0.030,1.889,0.003,1.015,0.573
1487580010821714008,frozenset({'1487580005092295511'}),0.016,0.179,0.005,0.337,1.889,0.003,1.240,0.478
1487580005092295511,frozenset({'1487580010872045658'}),0.179,0.017,0.005,0.028,1.620,0.002,1.011,0.466
1487580010872045658,frozenset({'1487580005092295511'}),0.017,0.179,0.005,0.289,1.620,0.002,1.156,0.389
1487580005092295511,frozenset({'1487580011283087468'}),0.179,0.019,0.004,0.021,1.141,0.000,1.003,0.150
1487580011283087468,frozenset({'1487580005092295511'}),0.019,0.179,0.004,0.204,1.141,0.000,1.032,0.126
