antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
domix,benovy,0.064,0.023,0.003,0.048,2.118,0.002,1.027,0.564
benovy,freedecor,0.023,0.055,0.002,0.098,1.792,0.001,1.048,0.452
freedecor,benovy,0.055,0.023,0.002,0.041,1.792,0.001,1.019,0.467
grattol,benovy,0.158,0.023,0.006,0.037,1.634,0.002,1.015,0.461
benovy,grattol,0.023,0.158,0.006,0.259,1.634,0.002,1.135,0.397
benovy,ingarden,0.023,0.107,0.004,0.190,1.765,0.002,1.101,0.444
ingarden,benovy,0.107,0.023,0.004,0.040,1.765,0.002,1.018,0.486
irisk,benovy,0.297,0.023,0.012,0.040,1.765,0.005,1.018,0.617
benovy,irisk,0.023,0.297,0.012,0.525,1.765,0.005,1.479,0.444
benovy,jessnail,0.023,0.046,0.002,0.090,1.938,0.001,1.048,0.495
jessnail,benovy,0.046,0.023,0.002,0.044,1.938,0.001,1.022,0.508
benovy,lovely,0.023,0.045,0.002,0.109,2.419,0.001,1.072,0.600
lovely,benovy,0.045,0.023,0.002,0.055,2.419,0.001,1.034,0.614
masura,benovy,0.109,0.023,0.004,0.035,1.544,0.001,1.013,0.395
benovy,masura,0.023,0.109,0.004,0.169,1.544,0.001,1.071,0.361
benovy,runail,0.023,0.330,0.012,0.527,1.597,0.004,1.416,0.383
runail,benovy,0.330,0.023,0.012,0.036,1.597,0.004,1.014,0.558
severina,benovy,0.062,0.023,0.003,0.055,2.407,0.002,1.034,0.623
benovy,severina,0.023,0.062,0.003,0.149,2.407,0.002,1.103,0.598
uno,benovy,0.085,0.023,0.004,0.043,1.903,0.002,1.022,0.518
benovy,uno,0.023,0.085,0.004,0.161,1.903,0.002,1.091,0.486
zinger,benovy,0.059,0.023,0.003,0.053,2.342,0.002,1.032,0.609
benovy,zinger,0.023,0.059,0.003,0.138,2.342,0.002,1.092,0.586
bioaqua,irisk,0.007,0.297,0.002,0.280,0.943,-0.000,0.977,-0.057
bpw_style,bluesky,0.066,0.041,0.005,0.079,1.906,0.002,1.041,0.509
bluesky,bpw_style,0.041,0.066,0.005,0.127,1.906,0.002,1.069,0.496
cosmoprofi,bluesky,0.036,0.041,0.002,0.066,1.597,0.001,1.026,0.388
bluesky,cosmoprofi,0.041,0.036,0.002,0.058,1.597,0.001,1.023,0.390
de_lux,bluesky,0.025,0.041,0.002,0.101,2.446,0.001,1.067,0.606
bluesky,de_lux,0.041,0.025,0.002,0.060,2.446,0.001,1.038,0.617
domix,bluesky,0.064,0.041,0.005,0.072,1.741,0.002,1.033,0.455
bluesky,domix,0.041,0.064,0.005,0.112,1.741,0.002,1.054,0.444
freedecor,bluesky,0.055,0.041,0.004,0.074,1.780,0.002,1.035,0.463
bluesky,freedecor,0.041,0.055,0.004,0.097,1.780,0.002,1.047,0.457
grattol,bluesky,0.158,0.041,0.009,0.059,1.426,0.003,1.019,0.355
bluesky,grattol,0.041,0.158,0.009,0.226,1.426,0.003,1.087,0.312
haruyama,bluesky,0.031,0.041,0.002,0.067,1.622,0.001,1.028,0.396
bluesky,haruyama,0.041,0.031,0.002,0.050,1.622,0.001,1.020,0.400
ingarden,bluesky,0.107,0.041,0.008,0.074,1.787,0.003,1.035,0.493
bluesky,ingarden,0.041,0.107,0.008,0.192,1.787,0.003,1.105,0.459
irisk,bluesky,0.297,0.041,0.018,0.059,1.426,0.005,1.019,0.425
bluesky,irisk,0.041,0.297,0.018,0.424,1.426,0.005,1.220,0.312
jessnail,bluesky,0.046,0.041,0.003,0.074,1.794,0.002,1.035,0.464
bluesky,jessnail,0.041,0.046,0.003,0.083,1.794,0.002,1.040,0.462
bluesky,lovely,0.041,0.045,0.002,0.055,1.215,0.000,1.010,0.185
lovely,bluesky,0.045,0.041,0.002,0.050,1.215,0.000,1.009,0.185
masura,bluesky,0.109,0.041,0.008,0.075,1.807,0.004,1.036,0.501
bluesky,masura,0.041,0.109,0.008,0.197,1.807,0.004,1.110,0.466
metzger,bluesky,0.029,0.041,0.002,0.073,1.754,0.001,1.034,0.443
bluesky,metzger,0.041,0.029,0.002,0.052,1.754,0.001,1.023,0.448
bluesky,milv,0.041,0.054,0.004,0.107,1.979,0.002,1.059,0.516
milv,bluesky,0.054,0.041,0.004,0.082,1.979,0.002,1.044,0.523
pole,bluesky,0.037,0.041,0.003,0.086,2.087,0.002,1.049,0.541
bluesky,pole,0.041,0.037,0.003,0.077,2.087,0.002,1.043,0.543
runail,bluesky,0.330,0.041,0.022,0.067,1.618,0.008,1.027,0.570
bluesky,runail,0.041,0.330,0.022,0.534,1.618,0.008,1.437,0.399
severina,bluesky,0.062,0.041,0.005,0.084,2.022,0.003,1.046,0.539
bluesky,severina,0.041,0.062,0.005,0.126,2.022,0.003,1.073,0.527
staleks,bluesky,0.034,0.041,0.002,0.062,1.496,0.001,1.022,0.343
bluesky,staleks,0.041,0.034,0.002,0.051,1.496,0.001,1.018,0.346
uno,bluesky,0.085,0.041,0.006,0.065,1.572,0.002,1.025,0.397
bluesky,uno,0.041,0.085,0.006,0.133,1.572,0.002,1.056,0.379
zinger,bluesky,0.059,0.041,0.004,0.070,1.684,0.002,1.030,0.431
bluesky,zinger,0.041,0.059,0.004,0.099,1.684,0.002,1.045,0.424
cosmoprofi,bpw_style,0.036,0.066,0.005,0.133,2.009,0.002,1.077,0.521
bpw_style,cosmoprofi,0.066,0.036,0.005,0.073,2.009,0.002,1.040,0.538
de_lux,bpw_style,0.025,0.066,0.009,0.378,5.697,0.008,1.502,0.845
bpw_style,de_lux,0.066,0.025,0.009,0.140,5.697,0.008,1.134,0.883
domix,bpw_style,0.064,0.066,0.007,0.103,1.556,0.002,1.041,0.382
bpw_style,domix,0.066,0.064,0.007,0.100,1.556,0.002,1.040,0.383
f_o_x,bpw_style,0.019,0.066,0.002,0.107,1.607,0.001,1.045,0.385
bpw_style,f_o_x,0.066,0.019,0.002,0.030,1.607,0.001,1.012,0.405
freedecor,bpw_style,0.055,0.066,0.034,0.615,9.260,0.030,2.424,0.943
bpw_style,freedecor,0.066,0.055,0.034,0.505,9.260,0.030,1.910,0.955
grattol,bpw_style,0.158,0.066,0.020,0.128,1.923,0.010,1.070,0.570
bpw_style,grattol,0.066,0.158,0.020,0.304,1.923,0.010,1.210,0.514
haruyama,bpw_style,0.031,0.066,0.004,0.140,2.108,0.002,1.086,0.542
bpw_style,haruyama,0.066,0.031,0.004,0.064,2.108,0.002,1.036,0.563
bpw_style,ingarden,0.066,0.107,0.018,0.278,2.588,0.011,1.236,0.657
ingarden,bpw_style,0.107,0.066,0.018,0.172,2.588,0.011,1.127,0.688
irisk,bpw_style,0.297,0.066,0.034,0.113,1.709,0.014,1.053,0.590
bpw_style,irisk,0.066,0.297,0.034,0.508,1.709,0.014,1.429,0.444
bpw_style,jessnail,0.066,0.046,0.004,0.067,1.444,0.001,1.022,0.329
jessnail,bpw_style,0.046,0.066,0.004,0.096,1.444,0.001,1.033,0.322
kapous,bpw_style,0.066,0.066,0.003,0.039,0.594,-0.002,0.972,-0.423
bpw_style,kapous,0.066,0.066,0.003,0.039,0.594,-0.002,0.972,-0.423
bpw_style,lianail,0.066,0.024,0.004,0.053,2.222,0.002,1.031,0.589
lianail,bpw_style,0.024,0.066,0.004,0.148,2.222,0.002,1.095,0.563
bpw_style,lovely,0.066,0.045,0.005,0.074,1.631,0.002,1.031,0.414
lovely,bpw_style,0.045,0.066,0.005,0.108,1.631,0.002,1.047,0.405
masura,bpw_style,0.109,0.066,0.015,0.135,2.035,0.008,1.079,0.571
bpw_style,masura,0.066,0.109,0.015,0.222,2.035,0.008,1.145,0.545
metzger,bpw_style,0.029,0.066,0.002,0.083,1.249,0.000,1.018,0.206
bpw_style,metzger,0.066,0.029,0.002,0.037,1.249,0.000,1.008,0.214
bpw_style,milv,0.066,0.054,0.014,0.209,3.884,0.010,1.196,0.795
milv,bpw_style,0.054,0.066,0.014,0.258,3.884,0.010,1.258,0.785
bpw_style,oniq,0.066,0.018,0.003,0.040,2.182,0.001,1.023,0.580
oniq,bpw_style,0.018,0.066,0.003,0.145,2.182,0.001,1.092,0.552
pnb,bpw_style,0.022,0.066,0.002,0.095,1.436,0.001,1.032,0.310
bpw_style,pnb,0.066,0.022,0.002,0.032,1.436,0.001,1.010,0.325
pole,bpw_style,0.037,0.066,0.005,0.138,2.085,0.003,1.084,0.540
bpw_style,pole,0.066,0.037,0.005,0.077,2.085,0.003,1.043,0.557
bpw_style,rosi,0.066,0.021,0.003,0.052,2.520,0.002,1.033,0.646
rosi,bpw_style,0.021,0.066,0.003,0.167,2.520,0.002,1.121,0.616
bpw_style,roubloff,0.066,0.027,0.004,0.060,2.196,0.002,1.035,0.583
roubloff,bpw_style,0.027,0.066,0.004,0.146,2.196,0.002,1.093,0.560
bpw_style,runail,0.066,0.330,0.038,0.574,1.740,0.016,1.573,0.456
runail,bpw_style,0.330,0.066,0.038,0.116,1.740,0.016,1.056,0.635
severina,bpw_style,0.062,0.066,0.007,0.114,1.716,0.003,1.054,0.445
bpw_style,severina,0.066,0.062,0.007,0.107,1.716,0.003,1.050,0.447
smart,bpw_style,0.018,0.066,0.002,0.126,1.891,0.001,1.068,0.480
bpw_style,smart,0.066,0.018,0.002,0.034,1.891,0.001,1.017,0.505
bpw_style,staleks,0.066,0.034,0.003,0.049,1.438,0.001,1.016,0.326
staleks,bpw_style,0.034,0.066,0.003,0.095,1.438,0.001,1.032,0.315
swarovski,bpw_style,0.010,0.066,0.002,0.238,3.586,0.002,1.225,0.728
bpw_style,swarovski,0.066,0.010,0.002,0.036,3.586,0.002,1.027,0.772
uno,bpw_style,0.085,0.066,0.011,0.130,1.959,0.005,1.073,0.535
bpw_style,uno,0.066,0.085,0.011,0.166,1.959,0.005,1.097,0.524
bpw_style,uskusi,0.066,0.015,0.002,0.034,2.283,0.001,1.020,0.602
uskusi,bpw_style,0.015,0.066,0.002,0.152,2.283,0.001,1.100,0.571
yoko,bpw_style,0.041,0.066,0.004,0.093,1.398,0.001,1.029,0.297
bpw_style,yoko,0.066,0.041,0.004,0.058,1.398,0.001,1.017,0.305
zinger,bpw_style,0.059,0.066,0.006,0.099,1.496,0.002,1.037,0.352
bpw_style,zinger,0.066,0.059,0.006,0.088,1.496,0.002,1.032,0.355
irisk,browxenna,0.297,0.014,0.004,0.013,0.935,-0.000,0.999,-0.090
browxenna,irisk,0.014,0.297,0.004,0.278,0.935,-0.000,0.973,-0.066
italwax,browxenna,0.066,0.014,0.002,0.030,2.181,0.001,1.017,0.580
browxenna,italwax,0.014,0.066,0.002,0.144,2.181,0.001,1.091,0.549
browxenna,runail,0.014,0.330,0.004,0.303,0.919,-0.000,0.962,-0.082
runail,browxenna,0.330,0.014,0.004,0.013,0.919,-0.000,0.999,-0.116
grattol,cnd,0.158,0.016,0.002,0.014,0.859,-0.000,0.998,-0.163
cnd,grattol,0.016,0.158,0.002,0.136,0.859,-0.000,0.974,-0.143
irisk,cnd,0.297,0.016,0.004,0.013,0.798,-0.001,0.997,-0.265
cnd,irisk,0.016,0.297,0.004,0.237,0.798,-0.001,0.921,-0.205
cnd,runail,0.016,0.330,0.004,0.224,0.679,-0.002,0.864,-0.324
runail,cnd,0.330,0.016,0.004,0.011,0.679,-0.002,0.995,-0.413
concept,dewal,0.048,0.019,0.002,0.051,2.717,0.002,1.034,0.664
dewal,concept,0.019,0.048,0.002,0.131,2.717,0.002,1.096,0.644
concept,domix,0.048,0.064,0.003,0.066,1.027,0.000,1.002,0.027
domix,concept,0.064,0.048,0.003,0.050,1.027,0.000,1.001,0.028
concept,estel,0.048,0.086,0.012,0.246,2.842,0.008,1.211,0.681
estel,concept,0.086,0.048,0.012,0.137,2.842,0.008,1.103,0.710
grattol,concept,0.158,0.048,0.003,0.018,0.382,-0.005,0.970,-0.657
concept,grattol,0.048,0.158,0.003,0.061,0.382,-0.005,0.896,-0.629
concept,ingarden,0.048,0.107,0.002,0.049,0.454,-0.003,0.938,-0.558
ingarden,concept,0.107,0.048,0.002,0.022,0.454,-0.003,0.973,-0.574
concept,irisk,0.048,0.297,0.009,0.191,0.641,-0.005,0.868,-0.370
irisk,concept,0.297,0.048,0.009,0.031,0.641,-0.005,0.982,-0.444
italwax,concept,0.066,0.048,0.003,0.044,0.904,-0.000,0.995,-0.102
concept,italwax,0.048,0.066,0.003,0.060,0.904,-0.000,0.993,-0.100
kapous,concept,0.066,0.048,0.010,0.144,2.977,0.006,1.112,0.711
concept,kapous,0.048,0.066,0.010,0.198,2.977,0.006,1.164,0.698
concept,markell,0.048,0.012,0.002,0.045,3.669,0.002,1.034,0.764
markell,concept,0.012,0.048,0.002,0.177,3.669,0.002,1.157,0.736
masura,concept,0.109,0.048,0.003,0.028,0.571,-0.002,0.979,-0.458
concept,masura,0.048,0.109,0.003,0.062,0.571,-0.002,0.950,-0.441
concept,milv,0.048,0.054,0.003,0.057,1.057,0.000,1.003,0.057
milv,concept,0.054,0.048,0.003,0.051,1.057,0.000,1.003,0.057
concept,runail,0.048,0.330,0.010,0.212,0.644,-0.006,0.851,-0.368
runail,concept,0.330,0.048,0.010,0.031,0.644,-0.006,0.982,-0.452
concept,severina,0.048,0.062,0.002,0.044,0.713,-0.001,0.981,-0.297
severina,concept,0.062,0.048,0.002,0.034,0.713,-0.001,0.986,-0.300
concept,visage,0.048,0.029,0.002,0.044,1.511,0.001,1.016,0.355
visage,concept,0.029,0.048,0.002,0.073,1.511,0.001,1.027,0.348
zinger,concept,0.059,0.048,0.002,0.035,0.721,-0.001,0.986,-0.291
concept,zinger,0.048,0.059,0.002,0.042,0.721,-0.001,0.983,-0.289
cosmoprofi,domix,0.036,0.064,0.003,0.081,1.254,0.001,1.018,0.210
domix,cosmoprofi,0.064,0.036,0.003,0.046,1.254,0.001,1.010,0.216
cosmoprofi,freedecor,0.036,0.055,0.004,0.102,1.874,0.002,1.053,0.484
freedecor,cosmoprofi,0.055,0.036,0.004,0.068,1.874,0.002,1.034,0.493
grattol,cosmoprofi,0.158,0.036,0.010,0.064,1.762,0.004,1.030,0.514
cosmoprofi,grattol,0.036,0.158,0.010,0.279,1.762,0.004,1.167,0.449
cosmoprofi,ingarden,0.036,0.107,0.007,0.180,1.678,0.003,1.089,0.419
ingarden,cosmoprofi,0.107,0.036,0.007,0.061,1.678,0.003,1.026,0.453
irisk,cosmoprofi,0.297,0.036,0.015,0.051,1.403,0.004,1.015,0.408
cosmoprofi,irisk,0.036,0.297,0.015,0.417,1.403,0.004,1.205,0.298
cosmoprofi,jessnail,0.036,0.046,0.003,0.083,1.785,0.001,1.040,0.456
jessnail,cosmoprofi,0.046,0.036,0.003,0.065,1.785,0.001,1.031,0.461
cosmoprofi,lianail,0.036,0.024,0.002,0.061,2.557,0.001,1.040,0.632
lianail,cosmoprofi,0.024,0.036,0.002,0.093,2.557,0.001,1.062,0.624
cosmoprofi,lovely,0.036,0.045,0.002,0.066,1.464,0.001,1.022,0.329
lovely,cosmoprofi,0.045,0.036,0.002,0.053,1.464,0.001,1.018,0.332
masura,cosmoprofi,0.109,0.036,0.006,0.054,1.486,0.002,1.019,0.367
cosmoprofi,masura,0.036,0.109,0.006,0.162,1.486,0.002,1.063,0.339
cosmoprofi,milv,0.036,0.054,0.002,0.067,1.250,0.000,1.014,0.208
milv,cosmoprofi,0.054,0.036,0.002,0.045,1.250,0.000,1.010,0.212
cosmoprofi,pole,0.036,0.037,0.003,0.078,2.118,0.001,1.045,0.548
pole,cosmoprofi,0.037,0.036,0.003,0.077,2.118,0.001,1.044,0.548
cosmoprofi,roubloff,0.036,0.027,0.003,0.078,2.868,0.002,1.055,0.676
roubloff,cosmoprofi,0.027,0.036,0.003,0.104,2.868,0.002,1.076,0.670
cosmoprofi,runail,0.036,0.330,0.020,0.564,1.709,0.008,1.536,0.431
runail,cosmoprofi,0.330,0.036,0.020,0.062,1.709,0.008,1.027,0.619
cosmoprofi,severina,0.036,0.062,0.004,0.097,1.568,0.001,1.039,0.376
severina,cosmoprofi,0.062,0.036,0.004,0.057,1.568,0.001,1.022,0.386
uno,cosmoprofi,0.085,0.036,0.005,0.061,1.677,0.002,1.026,0.441
cosmoprofi,uno,0.036,0.085,0.005,0.142,1.677,0.002,1.067,0.419
yoko,cosmoprofi,0.041,0.036,0.002,0.049,1.336,0.001,1.013,0.262
cosmoprofi,yoko,0.036,0.041,0.002,0.055,1.336,0.001,1.015,0.261
zinger,cosmoprofi,0.059,0.036,0.003,0.056,1.531,0.001,1.020,0.368
cosmoprofi,zinger,0.036,0.059,0.003,0.090,1.531,0.001,1.034,0.360
domix,de_lux,0.064,0.025,0.002,0.038,1.549,0.001,1.014,0.379
de_lux,domix,0.025,0.064,0.002,0.099,1.549,0.001,1.039,0.363
freedecor,de_lux,0.055,0.025,0.007,0.132,5.375,0.006,1.124,0.861
de_lux,freedecor,0.025,0.055,0.007,0.293,5.375,0.006,1.337,0.834
grattol,de_lux,0.158,0.025,0.007,0.047,1.897,0.003,1.023,0.562
de_lux,grattol,0.025,0.158,0.007,0.300,1.897,0.003,1.203,0.485
de_lux,ingarden,0.025,0.107,0.009,0.380,3.538,0.007,1.440,0.735
ingarden,de_lux,0.107,0.025,0.009,0.087,3.538,0.007,1.068,0.804
irisk,de_lux,0.297,0.025,0.013,0.044,1.804,0.006,1.021,0.634
de_lux,irisk,0.025,0.297,0.013,0.536,1.804,0.006,1.516,0.457
de_lux,lovely,0.025,0.045,0.002,0.092,2.046,0.001,1.052,0.524
lovely,de_lux,0.045,0.025,0.002,0.050,2.046,0.001,1.027,0.535
masura,de_lux,0.109,0.025,0.006,0.050,2.050,0.003,1.027,0.575
de_lux,masura,0.025,0.109,0.006,0.224,2.050,0.003,1.148,0.525
de_lux,milv,0.025,0.054,0.005,0.185,3.432,0.003,1.161,0.726
milv,de_lux,0.054,0.025,0.005,0.084,3.432,0.003,1.065,0.749
pole,de_lux,0.037,0.025,0.002,0.056,2.263,0.001,1.033,0.579
de_lux,pole,0.025,0.037,0.002,0.083,2.263,0.001,1.051,0.572
de_lux,runail,0.025,0.330,0.015,0.629,1.907,0.007,1.805,0.487
runail,de_lux,0.330,0.025,0.015,0.047,1.907,0.007,1.023,0.709
severina,de_lux,0.062,0.025,0.003,0.048,1.945,0.001,1.024,0.518
de_lux,severina,0.025,0.062,0.003,0.121,1.945,0.001,1.067,0.498
uno,de_lux,0.085,0.025,0.004,0.049,1.974,0.002,1.025,0.539
de_lux,uno,0.025,0.085,0.004,0.167,1.974,0.002,1.099,0.506
zinger,de_lux,0.059,0.025,0.003,0.047,1.900,0.001,1.023,0.503
de_lux,zinger,0.025,0.059,0.003,0.112,1.900,0.001,1.060,0.486
depilflax,irisk,0.013,0.297,0.003,0.228,0.765,-0.001,0.910,-0.237
depilflax,italwax,0.013,0.066,0.006,0.459,6.957,0.005,1.725,0.867
italwax,depilflax,0.066,0.013,0.006,0.088,6.957,0.005,1.083,0.917
depilflax,runail,0.013,0.330,0.004,0.290,0.878,-0.001,0.943,-0.123
runail,depilflax,0.330,0.013,0.004,0.011,0.878,-0.001,0.998,-0.171
dewal,estel,0.019,0.086,0.005,0.260,3.012,0.003,1.235,0.681
estel,dewal,0.086,0.019,0.005,0.057,3.012,0.003,1.040,0.731
dewal,irisk,0.019,0.297,0.005,0.270,0.907,-0.001,0.962,-0.095
irisk,dewal,0.297,0.019,0.005,0.017,0.907,-0.001,0.998,-0.128
kapous,dewal,0.066,0.019,0.003,0.050,2.635,0.002,1.033,0.665
dewal,kapous,0.019,0.066,0.003,0.175,2.635,0.002,1.132,0.633
dewal,runail,0.019,0.330,0.004,0.228,0.692,-0.002,0.868,-0.312
runail,dewal,0.330,0.019,0.004,0.013,0.692,-0.002,0.994,-0.399
dizao,estel,0.010,0.086,0.002,0.214,2.471,0.001,1.162,0.601
estel,dizao,0.086,0.010,0.002,0.024,2.471,0.001,1.014,0.652
dizao,farmstay,0.010,0.015,0.003,0.282,18.765,0.003,1.371,0.956
farmstay,dizao,0.015,0.010,0.003,0.180,18.765,0.003,1.208,0.961
dizao,irisk,0.010,0.297,0.003,0.273,0.917,-0.000,0.966,-0.084
dizao,runail,0.010,0.330,0.002,0.227,0.689,-0.001,0.867,-0.313
estel,domix,0.086,0.064,0.005,0.054,0.834,-0.001,0.989,-0.179
domix,estel,0.064,0.086,0.005,0.072,0.834,-0.001,0.984,-0.176
freedecor,domix,0.055,0.064,0.005,0.096,1.496,0.002,1.035,0.351
domix,freedecor,0.064,0.055,0.005,0.082,1.496,0.002,1.029,0.354
grattol,domix,0.158,0.064,0.012,0.079,1.224,0.002,1.016,0.218
domix,grattol,0.064,0.158,0.012,0.194,1.224,0.002,1.044,0.196
haruyama,domix,0.031,0.064,0.003,0.099,1.535,0.001,1.038,0.359
domix,haruyama,0.064,0.031,0.003,0.047,1.535,0.001,1.017,0.372
domix,ingarden,0.064,0.107,0.012,0.182,1.696,0.005,1.091,0.438
ingarden,domix,0.107,0.064,0.012,0.109,1.696,0.005,1.050,0.460
irisk,domix,0.297,0.064,0.031,0.103,1.605,0.012,1.043,0.536
domix,irisk,0.064,0.297,0.031,0.477,1.605,0.012,1.344,0.403
italwax,domix,0.066,0.064,0.005,0.069,1.072,0.000,1.005,0.072
domix,italwax,0.064,0.066,0.005,0.071,1.072,0.000,1.005,0.072
domix,jessnail,0.064,0.046,0.006,0.090,1.946,0.003,1.048,0.520
jessnail,domix,0.046,0.064,0.006,0.125,1.946,0.003,1.069,0.510
kapous,domix,0.066,0.064,0.004,0.066,1.033,0.000,1.002,0.035
domix,kapous,0.064,0.066,0.004,0.069,1.033,0.000,1.002,0.034
domix,lianail,0.064,0.024,0.003,0.041,1.702,0.001,1.018,0.441
lianail,domix,0.024,0.064,0.003,0.109,1.702,0.001,1.051,0.422
