antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"grattol, irisk, ingarden",domix,0.016,0.064,0.003,0.182,2.839,0.002,1.144,0.658
"grattol, domix, ingarden",irisk,0.004,0.297,0.003,0.731,2.459,0.002,2.614,0.596
"irisk, domix, ingarden",grattol,0.008,0.158,0.003,0.380,2.400,0.002,1.357,0.588
"grattol, irisk","domix, ingarden",0.057,0.012,0.003,0.052,4.413,0.002,1.042,0.821
"grattol, domix","irisk, ingarden",0.012,0.047,0.003,0.239,5.037,0.002,1.251,0.812
"grattol, ingarden","irisk, domix",0.033,0.031,0.003,0.091,2.954,0.002,1.066,0.684
"irisk, domix","grattol, ingarden",0.031,0.033,0.003,0.097,2.954,0.002,1.071,0.682
"irisk, ingarden","grattol, domix",0.047,0.012,0.003,0.063,5.037,0.002,1.054,0.841
"domix, ingarden","grattol, irisk",0.012,0.057,0.003,0.254,4.413,0.002,1.263,0.783
grattol,"irisk, domix, ingarden",0.158,0.008,0.003,0.019,2.400,0.002,1.011,0.693
domix,"grattol, irisk, ingarden",0.064,0.016,0.003,0.046,2.839,0.002,1.031,0.692
ingarden,"grattol, irisk, domix",0.107,0.007,0.003,0.028,3.723,0.002,1.021,0.819
"grattol, domix, ingarden",runail,0.004,0.330,0.003,0.785,2.380,0.002,3.116,0.582
"grattol, domix, runail",ingarden,0.008,0.107,0.003,0.397,3.693,0.002,1.480,0.735
"grattol, ingarden, runail",domix,0.020,0.064,0.003,0.162,2.520,0.002,1.116,0.615
"domix, ingarden, runail",grattol,0.008,0.158,0.003,0.380,2.402,0.002,1.358,0.589
"grattol, domix","ingarden, runail",0.012,0.059,0.003,0.256,4.362,0.002,1.265,0.780
"grattol, ingarden","domix, runail",0.033,0.033,0.003,0.097,2.918,0.002,1.071,0.680
"grattol, runail","domix, ingarden",0.071,0.012,0.003,0.045,3.858,0.002,1.035,0.797
"domix, ingarden","grattol, runail",0.012,0.071,0.003,0.272,3.858,0.002,1.277,0.750
"domix, runail","grattol, ingarden",0.033,0.033,0.003,0.096,2.918,0.002,1.070,0.680
"ingarden, runail","grattol, domix",0.059,0.012,0.003,0.054,4.362,0.002,1.044,0.819
grattol,"domix, ingarden, runail",0.158,0.008,0.003,0.020,2.402,0.002,1.012,0.694
domix,"grattol, ingarden, runail",0.064,0.020,0.003,0.050,2.520,0.002,1.031,0.645
ingarden,"grattol, domix, runail",0.107,0.008,0.003,0.030,3.693,0.002,1.022,0.817
"masura, grattol, irisk",domix,0.014,0.064,0.002,0.158,2.466,0.001,1.112,0.603
"masura, grattol, domix",irisk,0.003,0.297,0.002,0.729,2.450,0.001,2.589,0.594
"masura, irisk, domix",grattol,0.006,0.158,0.002,0.354,2.238,0.001,1.303,0.557
"grattol, irisk, domix",masura,0.007,0.109,0.002,0.300,2.748,0.001,1.273,0.641
"masura, grattol","irisk, domix",0.029,0.031,0.002,0.076,2.487,0.001,1.049,0.616
"masura, irisk","grattol, domix",0.046,0.012,0.002,0.048,3.889,0.002,1.038,0.779
"masura, domix","grattol, irisk",0.010,0.057,0.002,0.216,3.758,0.002,1.202,0.742
"grattol, irisk","masura, domix",0.057,0.010,0.002,0.039,3.758,0.002,1.030,0.779
"grattol, domix","masura, irisk",0.012,0.046,0.002,0.179,3.889,0.002,1.162,0.752
"irisk, domix","masura, grattol",0.031,0.029,0.002,0.073,2.487,0.001,1.047,0.617
masura,"grattol, irisk, domix",0.109,0.007,0.002,0.020,2.748,0.001,1.013,0.714
grattol,"masura, irisk, domix",0.158,0.006,0.002,0.014,2.238,0.001,1.008,0.657
domix,"masura, grattol, irisk",0.064,0.014,0.002,0.035,2.466,0.001,1.021,0.635
"grattol, irisk, domix",runail,0.007,0.330,0.006,0.776,2.354,0.003,2.998,0.580
"grattol, irisk, runail",domix,0.036,0.064,0.006,0.161,2.513,0.003,1.116,0.624
"grattol, domix, runail",irisk,0.008,0.297,0.006,0.717,2.413,0.003,2.486,0.590
"irisk, domix, runail",grattol,0.020,0.158,0.006,0.288,1.817,0.003,1.182,0.459
"grattol, irisk","domix, runail",0.057,0.033,0.006,0.100,3.009,0.004,1.074,0.708
"grattol, domix","irisk, runail",0.012,0.153,0.006,0.463,3.019,0.004,1.577,0.677
"grattol, runail","irisk, domix",0.071,0.031,0.006,0.082,2.664,0.004,1.056,0.672
"irisk, domix","grattol, runail",0.031,0.071,0.006,0.188,2.664,0.004,1.145,0.644
"irisk, runail","grattol, domix",0.153,0.012,0.006,0.038,3.019,0.004,1.026,0.790
"domix, runail","grattol, irisk",0.033,0.057,0.006,0.173,3.009,0.004,1.140,0.691
grattol,"irisk, domix, runail",0.158,0.020,0.006,0.036,1.817,0.003,1.017,0.534
irisk,"grattol, domix, runail",0.297,0.008,0.006,0.019,2.413,0.003,1.012,0.833
domix,"grattol, irisk, runail",0.064,0.036,0.006,0.090,2.513,0.003,1.059,0.643
runail,"grattol, irisk, domix",0.330,0.007,0.006,0.017,2.354,0.003,1.010,0.858
"grattol, uno, irisk",domix,0.011,0.064,0.002,0.190,2.957,0.001,1.155,0.669
"grattol, uno, domix",irisk,0.003,0.297,0.002,0.681,2.289,0.001,2.200,0.565
"grattol, irisk, domix",uno,0.007,0.085,0.002,0.288,3.408,0.002,1.286,0.712
"uno, irisk, domix",grattol,0.005,0.158,0.002,0.402,2.538,0.001,1.407,0.609
"grattol, uno","irisk, domix",0.026,0.031,0.002,0.083,2.724,0.001,1.058,0.649
"grattol, irisk","uno, domix",0.057,0.009,0.002,0.037,4.198,0.002,1.029,0.808
"grattol, domix","uno, irisk",0.012,0.033,0.002,0.172,5.155,0.002,1.167,0.816
"uno, irisk","grattol, domix",0.033,0.012,0.002,0.064,5.155,0.002,1.055,0.834
"uno, domix","grattol, irisk",0.009,0.057,0.002,0.241,4.198,0.002,1.242,0.769
"irisk, domix","grattol, uno",0.031,0.026,0.002,0.070,2.724,0.001,1.047,0.653
grattol,"uno, irisk, domix",0.158,0.005,0.002,0.014,2.538,0.001,1.008,0.720
uno,"grattol, irisk, domix",0.085,0.007,0.002,0.025,3.408,0.002,1.018,0.772
domix,"grattol, uno, irisk",0.064,0.011,0.002,0.033,2.957,0.001,1.023,0.707
"masura, grattol, domix",runail,0.003,0.330,0.002,0.757,2.296,0.001,2.760,0.566
"masura, grattol, runail",domix,0.018,0.064,0.002,0.130,2.028,0.001,1.076,0.516
"masura, domix, runail",grattol,0.007,0.158,0.002,0.310,1.958,0.001,1.220,0.493
"grattol, domix, runail",masura,0.008,0.109,0.002,0.288,2.638,0.001,1.251,0.626
"masura, grattol","domix, runail",0.029,0.033,0.002,0.079,2.378,0.001,1.050,0.597
"masura, domix","grattol, runail",0.010,0.071,0.002,0.225,3.181,0.002,1.199,0.693
"masura, runail","grattol, domix",0.058,0.012,0.002,0.040,3.195,0.002,1.028,0.730
"grattol, domix","masura, runail",0.012,0.058,0.002,0.186,3.195,0.002,1.157,0.696
"grattol, runail","masura, domix",0.071,0.010,0.002,0.033,3.181,0.002,1.023,0.738
"domix, runail","masura, grattol",0.033,0.029,0.002,0.069,2.378,0.001,1.043,0.599
masura,"grattol, domix, runail",0.109,0.008,0.002,0.021,2.638,0.001,1.013,0.697
grattol,"masura, domix, runail",0.158,0.007,0.002,0.015,1.958,0.001,1.007,0.581
domix,"masura, grattol, runail",0.064,0.018,0.002,0.036,2.028,0.001,1.019,0.542
"grattol, uno, domix",runail,0.003,0.330,0.002,0.653,1.979,0.001,1.930,0.496
"grattol, uno, runail",domix,0.013,0.064,0.002,0.158,2.464,0.001,1.112,0.602
"grattol, domix, runail",uno,0.008,0.085,0.002,0.255,3.021,0.001,1.229,0.674
"uno, domix, runail",grattol,0.006,0.158,0.002,0.359,2.267,0.001,1.313,0.562
"grattol, uno","domix, runail",0.026,0.033,0.002,0.080,2.404,0.001,1.051,0.599
"grattol, domix","uno, runail",0.012,0.038,0.002,0.165,4.342,0.002,1.152,0.779
"grattol, runail","uno, domix",0.071,0.009,0.002,0.029,3.280,0.001,1.021,0.748
"uno, domix","grattol, runail",0.009,0.071,0.002,0.232,3.280,0.001,1.209,0.701
"uno, runail","grattol, domix",0.038,0.012,0.002,0.054,4.342,0.002,1.044,0.800
"domix, runail","grattol, uno",0.033,0.026,0.002,0.062,2.404,0.001,1.038,0.604
grattol,"uno, domix, runail",0.158,0.006,0.002,0.013,2.267,0.001,1.007,0.664
uno,"grattol, domix, runail",0.085,0.008,0.002,0.024,3.021,0.001,1.017,0.731
domix,"grattol, uno, runail",0.064,0.013,0.002,0.032,2.464,0.001,1.020,0.635
"masura, irisk, domix",ingarden,0.006,0.107,0.002,0.361,3.361,0.002,1.397,0.707
"masura, irisk, ingarden",domix,0.012,0.064,0.002,0.196,3.055,0.002,1.164,0.681
"masura, domix, ingarden",irisk,0.003,0.297,0.002,0.788,2.650,0.001,3.312,0.624
"irisk, domix, ingarden",masura,0.008,0.109,0.002,0.291,2.661,0.001,1.256,0.629
"masura, irisk","domix, ingarden",0.046,0.012,0.002,0.049,4.217,0.002,1.040,0.800
"masura, domix","irisk, ingarden",0.010,0.047,0.002,0.220,4.651,0.002,1.222,0.793
"masura, ingarden","irisk, domix",0.020,0.031,0.002,0.112,3.657,0.002,1.092,0.742
"irisk, domix","masura, ingarden",0.031,0.020,0.002,0.074,3.657,0.002,1.058,0.749
"irisk, ingarden","masura, domix",0.047,0.010,0.002,0.048,4.651,0.002,1.040,0.824
"domix, ingarden","masura, irisk",0.012,0.046,0.002,0.194,4.217,0.002,1.184,0.772
masura,"irisk, domix, ingarden",0.109,0.008,0.002,0.021,2.661,0.001,1.013,0.701
domix,"masura, irisk, ingarden",0.064,0.012,0.002,0.035,3.055,0.002,1.025,0.719
ingarden,"masura, irisk, domix",0.107,0.006,0.002,0.021,3.361,0.002,1.015,0.787
"irisk, domix, ingarden",runail,0.008,0.330,0.006,0.810,2.456,0.004,3.528,0.598
"irisk, domix, runail",ingarden,0.020,0.107,0.006,0.316,2.940,0.004,1.305,0.673
"irisk, ingarden, runail",domix,0.033,0.064,0.006,0.193,2.998,0.004,1.159,0.689
"domix, ingarden, runail",irisk,0.008,0.297,0.006,0.755,2.540,0.004,2.870,0.611
"irisk, domix","ingarden, runail",0.031,0.059,0.006,0.207,3.518,0.005,1.186,0.738
"irisk, ingarden","domix, runail",0.047,0.033,0.006,0.134,4.012,0.005,1.116,0.788
"irisk, runail","domix, ingarden",0.153,0.012,0.006,0.041,3.527,0.005,1.031,0.846
"domix, ingarden","irisk, runail",0.012,0.153,0.006,0.541,3.527,0.005,1.845,0.725
"domix, runail","irisk, ingarden",0.033,0.047,0.006,0.190,4.012,0.005,1.176,0.777
"ingarden, runail","irisk, domix",0.059,0.031,0.006,0.108,3.518,0.005,1.086,0.760
irisk,"domix, ingarden, runail",0.297,0.008,0.006,0.021,2.540,0.004,1.013,0.863
domix,"irisk, ingarden, runail",0.064,0.033,0.006,0.099,2.998,0.004,1.073,0.712
ingarden,"irisk, domix, runail",0.107,0.020,0.006,0.059,2.940,0.004,1.041,0.739
runail,"irisk, domix, ingarden",0.330,0.008,0.006,0.019,2.456,0.004,1.012,0.885
"severina, irisk, domix",ingarden,0.005,0.107,0.002,0.451,4.201,0.002,1.627,0.766
"irisk, domix, ingarden",severina,0.008,0.062,0.002,0.285,4.589,0.002,1.312,0.788
"severina, domix, ingarden",irisk,0.002,0.297,0.002,0.944,3.176,0.002,12.648,0.687
"irisk, severina, ingarden",domix,0.008,0.064,0.002,0.290,4.512,0.002,1.318,0.784
"irisk, domix","severina, ingarden",0.031,0.012,0.002,0.073,6.209,0.002,1.066,0.865
"severina, domix","irisk, ingarden",0.008,0.047,0.002,0.288,6.083,0.002,1.338,0.842
"domix, ingarden","irisk, severina",0.012,0.033,0.002,0.190,5.789,0.002,1.194,0.837
"irisk, severina","domix, ingarden",0.033,0.012,0.002,0.068,5.789,0.002,1.060,0.855
"irisk, ingarden","severina, domix",0.047,0.008,0.002,0.047,6.083,0.002,1.041,0.877
"severina, ingarden","irisk, domix",0.012,0.031,0.002,0.190,6.209,0.002,1.197,0.849
domix,"irisk, severina, ingarden",0.064,0.008,0.002,0.035,4.512,0.002,1.028,0.832
severina,"irisk, domix, ingarden",0.062,0.008,0.002,0.036,4.589,0.002,1.029,0.834
ingarden,"severina, irisk, domix",0.107,0.005,0.002,0.021,4.201,0.002,1.016,0.854
"masura, domix, ingarden",runail,0.003,0.330,0.002,0.833,2.527,0.001,4.021,0.606
"masura, domix, runail",ingarden,0.007,0.107,0.002,0.322,2.994,0.002,1.316,0.671
"masura, ingarden, runail",domix,0.014,0.064,0.002,0.176,2.745,0.002,1.136,0.644
"domix, ingarden, runail",masura,0.008,0.109,0.002,0.286,2.623,0.001,1.248,0.624
"masura, domix","ingarden, runail",0.010,0.059,0.002,0.233,3.969,0.002,1.227,0.756
"masura, ingarden","domix, runail",0.020,0.033,0.002,0.119,3.558,0.002,1.097,0.734
"masura, runail","domix, ingarden",0.058,0.012,0.002,0.041,3.526,0.002,1.031,0.761
"domix, ingarden","masura, runail",0.012,0.058,0.002,0.205,3.526,0.002,1.185,0.725
"domix, runail","masura, ingarden",0.033,0.020,0.002,0.072,3.558,0.002,1.056,0.744
"ingarden, runail","masura, domix",0.059,0.010,0.002,0.041,3.969,0.002,1.032,0.795
masura,"domix, ingarden, runail",0.109,0.008,0.002,0.022,2.623,0.001,1.014,0.695
domix,"masura, ingarden, runail",0.064,0.014,0.002,0.037,2.745,0.002,1.025,0.679
ingarden,"masura, domix, runail",0.107,0.007,0.002,0.022,2.994,0.002,1.015,0.746
"severina, domix, ingarden",runail,0.002,0.330,0.002,0.926,2.808,0.001,9.048,0.645
"severina, domix, runail",ingarden,0.006,0.107,0.002,0.385,3.580,0.002,1.450,0.725
"domix, ingarden, runail",severina,0.008,0.062,0.002,0.260,4.195,0.002,1.268,0.768
"severina, ingarden, runail",domix,0.009,0.064,0.002,0.248,3.854,0.002,1.244,0.747
"severina, domix","ingarden, runail",0.008,0.059,0.002,0.282,4.811,0.002,1.312,0.798
"domix, ingarden","severina, runail",0.012,0.036,0.002,0.187,5.180,0.002,1.185,0.816
"domix, runail","severina, ingarden",0.033,0.012,0.002,0.066,5.601,0.002,1.058,0.850
"severina, ingarden","domix, runail",0.012,0.033,0.002,0.187,5.601,0.002,1.188,0.831
"severina, runail","domix, ingarden",0.036,0.012,0.002,0.061,5.180,0.002,1.052,0.837
"ingarden, runail","severina, domix",0.059,0.008,0.002,0.037,4.811,0.002,1.031,0.842
domix,"severina, ingarden, runail",0.064,0.009,0.002,0.034,3.854,0.002,1.026,0.791
severina,"domix, ingarden, runail",0.062,0.008,0.002,0.035,4.195,0.002,1.028,0.812
ingarden,"severina, domix, runail",0.107,0.006,0.002,0.020,3.580,0.002,1.015,0.807
"uno, domix, ingarden",runail,0.003,0.330,0.002,0.793,2.405,0.001,3.239,0.586
"uno, domix, runail",ingarden,0.006,0.107,0.002,0.351,3.268,0.001,1.376,0.698
"uno, ingarden, runail",domix,0.011,0.064,0.002,0.184,2.865,0.001,1.147,0.658
"domix, ingarden, runail",uno,0.008,0.085,0.002,0.240,2.833,0.001,1.204,0.652
"uno, domix","ingarden, runail",0.009,0.059,0.002,0.227,3.859,0.001,1.217,0.747
"uno, ingarden","domix, runail",0.017,0.033,0.002,0.116,3.478,0.001,1.093,0.725
"uno, runail","domix, ingarden",0.038,0.012,0.002,0.053,4.519,0.002,1.043,0.809
"domix, ingarden","uno, runail",0.012,0.038,0.002,0.172,4.519,0.002,1.161,0.788
"domix, runail","uno, ingarden",0.033,0.017,0.002,0.060,3.478,0.001,1.046,0.737
"ingarden, runail","uno, domix",0.059,0.009,0.002,0.034,3.859,0.001,1.026,0.787
uno,"domix, ingarden, runail",0.085,0.008,0.002,0.024,2.833,0.001,1.016,0.707
domix,"uno, ingarden, runail",0.064,0.011,0.002,0.031,2.865,0.001,1.021,0.696
ingarden,"uno, domix, runail",0.107,0.006,0.002,0.019,3.268,0.001,1.013,0.778
"irisk, domix, jessnail",runail,0.004,0.330,0.003,0.784,2.376,0.002,3.096,0.582
"irisk, domix, runail",jessnail,0.020,0.046,0.003,0.166,3.564,0.002,1.143,0.734
"irisk, jessnail, runail",domix,0.015,0.064,0.003,0.218,3.401,0.002,1.197,0.717
"domix, jessnail, runail",irisk,0.004,0.297,0.003,0.800,2.690,0.002,3.513,0.631
"irisk, domix","jessnail, runail",0.031,0.023,0.003,0.108,4.609,0.003,1.095,0.808
"irisk, jessnail","domix, runail",0.022,0.033,0.003,0.154,4.618,0.003,1.142,0.801
"irisk, runail","domix, jessnail",0.153,0.006,0.003,0.022,3.725,0.002,1.016,0.864
"domix, jessnail","irisk, runail",0.006,0.153,0.003,0.571,3.725,0.002,1.975,0.736
"domix, runail","irisk, jessnail",0.033,0.022,0.003,0.100,4.618,0.003,1.087,0.810
"jessnail, runail","irisk, domix",0.023,0.031,0.003,0.141,4.609,0.003,1.129,0.802
irisk,"domix, jessnail, runail",0.297,0.004,0.003,0.011,2.690,0.002,1.007,0.894
domix,"irisk, jessnail, runail",0.064,0.015,0.003,0.052,3.401,0.002,1.038,0.754
jessnail,"irisk, domix, runail",0.046,0.020,0.003,0.071,3.564,0.002,1.055,0.754
runail,"irisk, domix, jessnail",0.330,0.004,0.003,0.010,2.376,0.002,1.006,0.864
"irisk, domix, lovely",runail,0.003,0.330,0.002,0.810,2.455,0.001,3.519,0.594
"irisk, runail, lovely",domix,0.013,0.064,0.002,0.175,2.729,0.001,1.135,0.642
"runail, domix, lovely",irisk,0.003,0.297,0.002,0.739,2.486,0.001,2.693,0.599
"irisk, domix, runail",lovely,0.020,0.045,0.002,0.111,2.461,0.001,1.074,0.606
"irisk, lovely","domix, runail",0.021,0.033,0.002,0.108,3.230,0.002,1.083,0.705
"domix, lovely","irisk, runail",0.004,0.153,0.002,0.526,3.427,0.002,1.785,0.711
"runail, lovely","irisk, domix",0.021,0.031,0.002,0.107,3.481,0.002,1.085,0.728
"irisk, domix","runail, lovely",0.031,0.021,0.002,0.073,3.481,0.002,1.056,0.735
"irisk, runail","domix, lovely",0.153,0.004,0.002,0.015,3.427,0.002,1.010,0.837
"domix, runail","irisk, lovely",0.033,0.021,0.002,0.067,3.230,0.002,1.049,0.714
lovely,"irisk, domix, runail",0.045,0.020,0.002,0.049,2.461,0.001,1.031,0.622
domix,"irisk, runail, lovely",0.064,0.013,0.002,0.035,2.729,0.001,1.023,0.677
"masura, irisk, domix",runail,0.006,0.330,0.005,0.819,2.485,0.003,3.712,0.601
"masura, irisk, runail",domix,0.031,0.064,0.005,0.167,2.595,0.003,1.123,0.634
"masura, domix, runail",irisk,0.007,0.297,0.005,0.690,2.321,0.003,2.267,0.573
"irisk, domix, runail",masura,0.020,0.109,0.005,0.257,2.354,0.003,1.199,0.587
"masura, irisk","domix, runail",0.046,0.033,0.005,0.112,3.361,0.004,1.089,0.736
"masura, domix","irisk, runail",0.010,0.153,0.005,0.500,3.259,0.004,1.693,0.700
"masura, runail","irisk, domix",0.058,0.031,0.005,0.089,2.888,0.003,1.063,0.694
"irisk, domix","masura, runail",0.031,0.058,0.005,0.168,2.888,0.003,1.132,0.674
"irisk, runail","masura, domix",0.153,0.010,0.005,0.034,3.259,0.004,1.024,0.819
"domix, runail","masura, irisk",0.033,0.046,0.005,0.155,3.361,0.004,1.129,0.727
masura,"irisk, domix, runail",0.109,0.020,0.005,0.047,2.354,0.003,1.028,0.646
irisk,"masura, domix, runail",0.297,0.007,0.005,0.017,2.321,0.003,1.010,0.810
domix,"masura, irisk, runail",0.064,0.031,0.005,0.080,2.595,0.003,1.054,0.657
runail,"masura, irisk, domix",0.330,0.006,0.005,0.016,2.485,0.003,1.009,0.892
"metzger, irisk, domix",runail,0.003,0.330,0.002,0.850,2.577,0.001,4.468,0.614
"metzger, irisk, runail",domix,0.009,0.064,0.002,0.254,3.951,0.002,1.254,0.754
"metzger, domix, runail",irisk,0.003,0.297,0.002,0.797,2.680,0.001,3.459,0.629
"irisk, domix, runail",metzger,0.020,0.029,0.002,0.111,3.770,0.002,1.092,0.750
"metzger, irisk","domix, runail",0.012,0.033,0.002,0.184,5.527,0.002,1.185,0.829
"metzger, domix","irisk, runail",0.004,0.153,0.002,0.554,3.613,0.002,1.900,0.726
"metzger, runail","irisk, domix",0.014,0.031,0.002,0.158,5.152,0.002,1.151,0.817
"irisk, domix","metzger, runail",0.031,0.014,0.002,0.073,5.152,0.002,1.063,0.831
"irisk, runail","metzger, domix",0.153,0.004,0.002,0.015,3.613,0.002,1.011,0.854
"domix, runail","metzger, irisk",0.033,0.012,0.002,0.067,5.527,0.002,1.059,0.847
metzger,"irisk, domix, runail",0.029,0.020,0.002,0.076,3.770,0.002,1.060,0.757
domix,"metzger, irisk, runail",0.064,0.009,0.002,0.035,3.951,0.002,1.027,0.798
"irisk, domix, runail",milv,0.020,0.054,0.003,0.166,3.076,0.002,1.134,0.689
"milv, irisk, runail",domix,0.017,0.064,0.003,0.199,3.106,0.002,1.169,0.690
"irisk, domix, milv",runail,0.004,0.330,0.003,0.809,2.452,0.002,3.500,0.595
"milv, domix, runail",irisk,0.005,0.297,0.003,0.704,2.367,0.002,2.371,0.580
"irisk, runail","domix, milv",0.153,0.007,0.003,0.022,2.949,0.002,1.015,0.781
"irisk, domix","milv, runail",0.031,0.027,0.003,0.108,4.039,0.002,1.091,0.776
"irisk, milv","domix, runail",0.024,0.033,0.003,0.136,4.081,0.003,1.119,0.774
"domix, runail","irisk, milv",0.033,0.024,0.003,0.100,4.081,0.003,1.084,0.781
"milv, runail","irisk, domix",0.027,0.031,0.003,0.124,4.039,0.002,1.106,0.773
"domix, milv","irisk, runail",0.007,0.153,0.003,0.452,2.949,0.002,1.546,0.666
irisk,"milv, domix, runail",0.297,0.005,0.003,0.011,2.367,0.002,1.007,0.822
runail,"irisk, domix, milv",0.330,0.004,0.003,0.010,2.452,0.002,1.006,0.883
domix,"milv, irisk, runail",0.064,0.017,0.003,0.052,3.106,0.002,1.037,0.725
milv,"irisk, domix, runail",0.054,0.020,0.003,0.062,3.076,0.002,1.044,0.713
"irisk, pole, domix",runail,0.003,0.330,0.002,0.812,2.461,0.001,3.557,0.595
"irisk, pole, runail",domix,0.012,0.064,0.002,0.196,3.060,0.002,1.165,0.682
"irisk, domix, runail",pole,0.020,0.037,0.002,0.122,3.307,0.002,1.097,0.712
"pole, domix, runail",irisk,0.003,0.297,0.002,0.800,2.690,0.002,3.513,0.630
"irisk, pole","domix, runail",0.017,0.033,0.002,0.147,4.401,0.002,1.133,0.786
"irisk, domix","pole, runail",0.031,0.021,0.002,0.080,3.855,0.002,1.064,0.764
"irisk, runail","pole, domix",0.153,0.004,0.002,0.016,4.101,0.002,1.012,0.893
"pole, domix","irisk, runail",0.004,0.153,0.002,0.629,4.101,0.002,2.283,0.759
"pole, runail","irisk, domix",0.021,0.031,0.002,0.118,3.855,0.002,1.099,0.756
"domix, runail","irisk, pole",0.033,0.017,0.002,0.073,4.401,0.002,1.061,0.799
pole,"irisk, domix, runail",0.037,0.020,0.002,0.066,3.307,0.002,1.050,0.724
domix,"irisk, pole, runail",0.064,0.012,0.002,0.038,3.060,0.002,1.027,0.719
"irisk, severina, domix",runail,0.005,0.330,0.004,0.814,2.469,0.002,3.606,0.598
"irisk, severina, runail",domix,0.023,0.064,0.004,0.174,2.708,0.003,1.133,0.646
"irisk, domix, runail",severina,0.020,0.062,0.004,0.200,3.229,0.003,1.173,0.704
"severina, domix, runail",irisk,0.006,0.297,0.004,0.708,2.380,0.002,2.404,0.583
"irisk, severina","domix, runail",0.033,0.033,0.004,0.122,3.668,0.003,1.101,0.752
"irisk, domix","severina, runail",0.031,0.036,0.004,0.131,3.639,0.003,1.109,0.748
"irisk, runail","severina, domix",0.153,0.008,0.004,0.026,3.388,0.003,1.019,0.833
"severina, domix","irisk, runail",0.008,0.153,0.004,0.520,3.388,0.003,1.763,0.710
"severina, runail","irisk, domix",0.036,0.031,0.004,0.112,3.639,0.003,1.091,0.752
"domix, runail","irisk, severina",0.033,0.033,0.004,0.121,3.668,0.003,1.100,0.752
irisk,"severina, domix, runail",0.297,0.006,0.004,0.014,2.380,0.002,1.008,0.825
severina,"irisk, domix, runail",0.062,0.020,0.004,0.065,3.229,0.003,1.048,0.736
domix,"irisk, severina, runail",0.064,0.023,0.004,0.063,2.708,0.003,1.042,0.674
runail,"irisk, severina, domix",0.330,0.005,0.004,0.012,2.469,0.002,1.007,0.888
"irisk, domix, staleks",runail,0.003,0.330,0.002,0.791,2.399,0.001,3.207,0.585
"irisk, runail, staleks",domix,0.010,0.064,0.002,0.242,3.768,0.002,1.235,0.742
"runail, domix, staleks",irisk,0.003,0.297,0.002,0.828,2.785,0.001,4.088,0.643
"irisk, domix, runail",staleks,0.020,0.034,0.002,0.115,3.413,0.002,1.092,0.721
"irisk, staleks","domix, runail",0.015,0.033,0.002,0.155,4.652,0.002,1.144,0.797
"domix, staleks","irisk, runail",0.004,0.153,0.002,0.525,3.420,0.002,1.781,0.711
"runail, staleks","irisk, domix",0.015,0.031,0.002,0.153,4.998,0.002,1.145,0.812
"irisk, domix","runail, staleks",0.031,0.015,0.002,0.075,4.998,0.002,1.065,0.825
"irisk, runail","domix, staleks",0.153,0.004,0.002,0.015,3.420,0.002,1.011,0.836
"domix, runail","irisk, staleks",0.033,0.015,0.002,0.069,4.652,0.002,1.059,0.812
staleks,"irisk, domix, runail",0.034,0.020,0.002,0.068,3.413,0.002,1.052,0.732
domix,"irisk, runail, staleks",0.064,0.010,0.002,0.036,3.768,0.002,1.027,0.785
"uno, irisk, domix",runail,0.005,0.330,0.004,0.738,2.237,0.002,2.555,0.556
"uno, irisk, runail",domix,0.021,0.064,0.004,0.189,2.938,0.003,1.153,0.674
"uno, domix, runail",irisk,0.006,0.297,0.004,0.687,2.310,0.002,2.245,0.570
"irisk, domix, runail",uno,0.020,0.085,0.004,0.196,2.319,0.002,1.139,0.580
"uno, irisk","domix, runail",0.033,0.033,0.004,0.118,3.536,0.003,1.096,0.742
"uno, domix","irisk, runail",0.009,0.153,0.004,0.443,2.890,0.003,1.521,0.660
"uno, runail","irisk, domix",0.038,0.031,0.004,0.103,3.375,0.003,1.081,0.732
"irisk, domix","uno, runail",0.031,0.038,0.004,0.128,3.375,0.003,1.103,0.726
"irisk, runail","uno, domix",0.153,0.009,0.004,0.026,2.890,0.003,1.017,0.772
"domix, runail","uno, irisk",0.033,0.033,0.004,0.118,3.536,0.003,1.096,0.742
uno,"irisk, domix, runail",0.085,0.020,0.004,0.046,2.319,0.002,1.028,0.621
irisk,"uno, domix, runail",0.297,0.006,0.004,0.013,2.310,0.002,1.008,0.807
domix,"uno, irisk, runail",0.064,0.021,0.004,0.061,2.938,0.003,1.043,0.705
runail,"uno, irisk, domix",0.330,0.005,0.004,0.012,2.237,0.002,1.007,0.825
"yoko, irisk, domix",runail,0.003,0.330,0.002,0.743,2.254,0.001,2.610,0.558
"yoko, irisk, runail",domix,0.011,0.064,0.002,0.209,3.256,0.002,1.183,0.701
"irisk, domix, runail",yoko,0.020,0.041,0.002,0.120,2.895,0.002,1.089,0.668
"yoko, domix, runail",irisk,0.003,0.297,0.002,0.743,2.499,0.001,2.737,0.602
"yoko, irisk","domix, runail",0.019,0.033,0.002,0.128,3.849,0.002,1.109,0.754
"irisk, domix","yoko, runail",0.031,0.019,0.002,0.078,4.154,0.002,1.065,0.783
"irisk, runail","yoko, domix",0.153,0.005,0.002,0.016,3.173,0.002,1.011,0.809
"yoko, domix","irisk, runail",0.005,0.153,0.002,0.487,3.173,0.002,1.649,0.688
