antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
5843836,5802432,0.010,0.024,0.002,0.208,8.741,0.002,1.233,0.894
5802432,5854897,0.024,0.026,0.003,0.114,4.378,0.002,1.099,0.790
5854897,5802432,0.026,0.024,0.003,0.104,4.378,0.002,1.090,0.792
5804662,5804660,0.003,0.003,0.002,0.735,217.627,0.002,3.760,0.999
5804660,5804662,0.003,0.003,0.002,0.701,217.627,0.002,3.335,0.999
5804663,5804660,0.004,0.003,0.002,0.504,149.368,0.002,2.011,0.998
5804660,5804663,0.003,0.004,0.002,0.655,149.368,0.002,2.887,0.997
5804663,5804662,0.004,0.003,0.002,0.478,148.326,0.002,1.909,0.998
5804662,5804663,0.003,0.004,0.002,0.651,148.326,0.002,2.850,0.996
5809297,5833334,0.011,0.013,0.003,0.256,19.685,0.003,1.327,0.960
5833334,5809297,0.013,0.011,0.003,0.224,19.685,0.003,1.274,0.962
5809297,5848909,0.011,0.010,0.002,0.195,19.501,0.002,1.229,0.960
5848909,5809297,0.010,0.011,0.002,0.222,19.501,0.002,1.270,0.958
5809303,5833334,0.008,0.013,0.002,0.276,21.239,0.002,1.364,0.961
5833334,5809303,0.013,0.008,0.002,0.173,21.239,0.002,1.200,0.965
5809910,5809911,0.012,0.010,0.002,0.185,17.693,0.002,1.215,0.955
5809911,5809910,0.010,0.012,0.002,0.207,17.693,0.002,1.247,0.953
5809910,5809912,0.012,0.012,0.002,0.199,15.895,0.002,1.232,0.948
5809912,5809910,0.012,0.012,0.002,0.186,15.895,0.002,1.215,0.949
5809911,5809912,0.010,0.012,0.002,0.233,18.668,0.002,1.288,0.956
5809912,5809911,0.012,0.010,0.002,0.196,18.668,0.002,1.230,0.958
5816170,5809911,0.008,0.010,0.002,0.299,28.576,0.002,1.413,0.972
5809911,5816170,0.010,0.008,0.002,0.219,28.576,0.002,1.270,0.975
5816170,5809912,0.008,0.012,0.002,0.274,21.931,0.002,1.360,0.962
5809912,5816170,0.012,0.008,0.002,0.168,21.931,0.002,1.192,0.966
5814517,5814516,0.003,0.003,0.003,0.928,274.709,0.003,13.787,1.000
5814516,5814517,0.003,0.003,0.003,0.885,274.709,0.003,8.672,1.000
5885389,5819112,0.009,0.009,0.002,0.273,29.275,0.002,1.362,0.975
5819112,5885389,0.009,0.009,0.002,0.262,29.275,0.002,1.344,0.975
5819114,5833334,0.005,0.013,0.003,0.471,36.222,0.002,1.866,0.978
5833334,5819114,0.013,0.005,0.003,0.194,36.222,0.002,1.234,0.985
5829353,5829301,0.005,0.005,0.002,0.483,106.298,0.002,1.925,0.995
5829301,5829353,0.005,0.005,0.002,0.479,106.298,0.002,1.909,0.995
5833334,5833318,0.013,0.008,0.003,0.221,26.970,0.003,1.273,0.976
5833318,5833334,0.008,0.013,0.003,0.351,26.970,0.003,1.520,0.971
5833326,5833325,0.008,0.007,0.002,0.325,44.282,0.002,1.470,0.985
5833325,5833326,0.007,0.008,0.002,0.339,44.282,0.002,1.500,0.985
5848909,5833334,0.010,0.013,0.002,0.237,18.253,0.002,1.294,0.955
5833334,5848909,0.013,0.010,0.002,0.182,18.253,0.002,1.210,0.958
5864626,5848909,0.008,0.010,0.002,0.303,30.421,0.002,1.421,0.975
5848909,5864626,0.010,0.008,0.002,0.237,30.421,0.002,1.301,0.977
5864736,5864737,0.006,0.005,0.003,0.436,82.659,0.003,1.765,0.994
5864737,5864736,0.005,0.006,0.003,0.529,82.659,0.003,2.111,0.993
5864736,5864739,0.006,0.005,0.002,0.333,64.566,0.002,1.492,0.991
5864739,5864736,0.005,0.006,0.002,0.414,64.566,0.002,1.694,0.990
