antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
de_lux,"freedecor, bpw_style, irisk",0.032,0.015,0.004,0.115,7.483,0.003,1.113,0.895
"freedecor, bpw_style, milv",de_lux,0.009,0.032,0.003,0.330,10.322,0.003,1.445,0.911
"freedecor, bpw_style, de_lux",milv,0.007,0.054,0.003,0.394,7.279,0.002,1.561,0.869
"freedecor, milv, de_lux",bpw_style,0.003,0.113,0.003,0.890,7.884,0.003,8.094,0.876
"de_lux, bpw_style, milv",freedecor,0.005,0.051,0.003,0.607,12.003,0.003,2.419,0.921
"freedecor, bpw_style","de_lux, milv",0.036,0.007,0.003,0.080,11.542,0.003,1.080,0.947
"freedecor, milv","de_lux, bpw_style",0.011,0.016,0.003,0.258,15.918,0.003,1.326,0.948
"freedecor, de_lux","bpw_style, milv",0.009,0.018,0.003,0.330,18.171,0.003,1.465,0.953
"bpw_style, milv","freedecor, de_lux",0.018,0.009,0.003,0.159,18.171,0.003,1.179,0.962
"de_lux, bpw_style","freedecor, milv",0.016,0.011,0.003,0.178,15.918,0.003,1.203,0.953
"de_lux, milv","freedecor, bpw_style",0.007,0.036,0.003,0.414,11.542,0.003,1.645,0.920
freedecor,"de_lux, bpw_style, milv",0.051,0.005,0.003,0.057,12.003,0.003,1.055,0.966
bpw_style,"freedecor, milv, de_lux",0.113,0.003,0.003,0.026,7.884,0.003,1.023,0.984
milv,"freedecor, bpw_style, de_lux",0.054,0.007,0.003,0.053,7.279,0.002,1.049,0.912
de_lux,"freedecor, bpw_style, milv",0.032,0.009,0.003,0.090,10.322,0.003,1.090,0.933
"runail, bpw_style, freedecor",de_lux,0.019,0.032,0.005,0.239,7.491,0.004,1.273,0.883
"runail, bpw_style, de_lux",freedecor,0.011,0.051,0.005,0.429,8.468,0.004,1.661,0.891
"runail, freedecor, de_lux",bpw_style,0.005,0.113,0.005,0.836,7.403,0.004,5.411,0.870
"freedecor, bpw_style, de_lux",runail,0.007,0.330,0.005,0.618,1.871,0.002,1.754,0.469
"runail, bpw_style","freedecor, de_lux",0.061,0.009,0.005,0.075,8.550,0.004,1.071,0.940
"runail, freedecor","de_lux, bpw_style",0.026,0.016,0.005,0.174,10.723,0.004,1.191,0.931
"runail, de_lux","freedecor, bpw_style",0.021,0.036,0.005,0.217,6.037,0.004,1.231,0.852
"freedecor, bpw_style","runail, de_lux",0.036,0.021,0.005,0.126,6.037,0.004,1.121,0.865
"de_lux, bpw_style","runail, freedecor",0.016,0.026,0.005,0.279,10.723,0.004,1.352,0.922
"freedecor, de_lux","runail, bpw_style",0.009,0.061,0.005,0.518,8.550,0.004,1.948,0.891
runail,"freedecor, bpw_style, de_lux",0.330,0.007,0.005,0.014,1.871,0.002,1.006,0.695
bpw_style,"runail, freedecor, de_lux",0.113,0.005,0.005,0.040,7.403,0.004,1.036,0.975
freedecor,"runail, bpw_style, de_lux",0.051,0.011,0.005,0.089,8.468,0.004,1.087,0.929
de_lux,"runail, bpw_style, freedecor",0.032,0.019,0.005,0.142,7.491,0.004,1.143,0.895
"grattol, ingarden, bpw_style",de_lux,0.010,0.032,0.003,0.288,9.000,0.002,1.359,0.898
"grattol, ingarden, de_lux",bpw_style,0.004,0.113,0.003,0.630,5.578,0.002,2.397,0.824
"grattol, bpw_style, de_lux",ingarden,0.005,0.102,0.003,0.553,5.431,0.002,2.008,0.820
"de_lux, ingarden, bpw_style",grattol,0.006,0.163,0.003,0.444,2.720,0.002,1.504,0.636
"grattol, ingarden","de_lux, bpw_style",0.030,0.016,0.003,0.092,5.684,0.002,1.084,0.850
"grattol, bpw_style","de_lux, ingarden",0.032,0.010,0.003,0.087,8.342,0.002,1.084,0.909
"grattol, de_lux","ingarden, bpw_style",0.010,0.025,0.003,0.294,11.593,0.003,1.381,0.923
"ingarden, bpw_style","grattol, de_lux",0.025,0.010,0.003,0.110,11.593,0.003,1.113,0.938
"de_lux, ingarden","grattol, bpw_style",0.010,0.032,0.003,0.269,8.342,0.002,1.324,0.889
"de_lux, bpw_style","grattol, ingarden",0.016,0.030,0.003,0.173,5.684,0.002,1.172,0.838
grattol,"de_lux, ingarden, bpw_style",0.163,0.006,0.003,0.017,2.720,0.002,1.011,0.756
ingarden,"grattol, bpw_style, de_lux",0.102,0.005,0.003,0.027,5.431,0.002,1.023,0.908
bpw_style,"grattol, ingarden, de_lux",0.113,0.004,0.003,0.025,5.578,0.002,1.021,0.925
de_lux,"grattol, ingarden, bpw_style",0.032,0.010,0.003,0.087,9.000,0.002,1.085,0.918
"grattol, bpw_style, irisk",de_lux,0.014,0.032,0.003,0.209,6.526,0.003,1.223,0.859
"grattol, bpw_style, de_lux",irisk,0.005,0.260,0.003,0.596,2.291,0.002,1.833,0.566
"grattol, irisk, de_lux",bpw_style,0.005,0.113,0.003,0.557,4.935,0.002,2.004,0.802
"de_lux, bpw_style, irisk",grattol,0.009,0.163,0.003,0.347,2.127,0.002,1.281,0.535
"grattol, bpw_style","de_lux, irisk",0.032,0.016,0.003,0.094,5.710,0.002,1.085,0.852
"grattol, irisk","de_lux, bpw_style",0.052,0.016,0.003,0.058,3.568,0.002,1.044,0.759
"grattol, de_lux","bpw_style, irisk",0.010,0.047,0.003,0.318,6.727,0.003,1.397,0.860
"bpw_style, irisk","grattol, de_lux",0.047,0.010,0.003,0.064,6.727,0.003,1.058,0.894
"de_lux, bpw_style","grattol, irisk",0.016,0.052,0.003,0.186,3.568,0.002,1.165,0.732
"de_lux, irisk","grattol, bpw_style",0.016,0.032,0.003,0.184,5.710,0.002,1.186,0.839
grattol,"de_lux, bpw_style, irisk",0.163,0.009,0.003,0.019,2.127,0.002,1.010,0.633
bpw_style,"grattol, irisk, de_lux",0.113,0.005,0.003,0.027,4.935,0.002,1.022,0.899
irisk,"grattol, bpw_style, de_lux",0.260,0.005,0.003,0.012,2.291,0.002,1.007,0.762
de_lux,"grattol, bpw_style, irisk",0.032,0.014,0.003,0.094,6.526,0.003,1.088,0.875
"runail, bpw_style, grattol",de_lux,0.020,0.032,0.004,0.195,6.101,0.003,1.203,0.853
"runail, grattol, de_lux",bpw_style,0.007,0.113,0.004,0.558,4.945,0.003,2.009,0.803
"runail, bpw_style, de_lux",grattol,0.011,0.163,0.004,0.361,2.215,0.002,1.310,0.554
"grattol, bpw_style, de_lux",runail,0.005,0.330,0.004,0.754,2.283,0.002,2.726,0.565
"runail, grattol","de_lux, bpw_style",0.069,0.016,0.004,0.055,3.402,0.003,1.041,0.759
"runail, bpw_style","grattol, de_lux",0.061,0.010,0.004,0.063,6.636,0.003,1.057,0.904
"runail, de_lux","grattol, bpw_style",0.021,0.032,0.004,0.183,5.657,0.003,1.184,0.841
"grattol, bpw_style","runail, de_lux",0.032,0.021,0.004,0.118,5.657,0.003,1.110,0.851
"grattol, de_lux","runail, bpw_style",0.010,0.061,0.004,0.402,6.636,0.003,1.571,0.857
"de_lux, bpw_style","runail, grattol",0.016,0.069,0.004,0.236,3.402,0.003,1.218,0.718
runail,"grattol, bpw_style, de_lux",0.330,0.005,0.004,0.012,2.283,0.002,1.007,0.839
grattol,"runail, bpw_style, de_lux",0.163,0.011,0.004,0.023,2.215,0.002,1.013,0.656
bpw_style,"runail, grattol, de_lux",0.113,0.007,0.004,0.034,4.945,0.003,1.028,0.899
de_lux,"runail, bpw_style, grattol",0.032,0.020,0.004,0.119,6.101,0.003,1.113,0.864
"de_lux, ingarden, bpw_style",irisk,0.006,0.260,0.004,0.662,2.543,0.003,2.188,0.611
"de_lux, ingarden, irisk",bpw_style,0.007,0.113,0.004,0.610,5.404,0.003,2.277,0.821
"de_lux, bpw_style, irisk",ingarden,0.009,0.102,0.004,0.480,4.713,0.003,1.726,0.795
"ingarden, bpw_style, irisk",de_lux,0.014,0.032,0.004,0.300,9.395,0.004,1.384,0.906
"de_lux, ingarden","bpw_style, irisk",0.010,0.047,0.004,0.402,8.504,0.004,1.592,0.892
"de_lux, bpw_style","ingarden, irisk",0.016,0.043,0.004,0.258,5.956,0.003,1.289,0.846
"de_lux, irisk","ingarden, bpw_style",0.016,0.025,0.004,0.255,10.032,0.004,1.308,0.915
"ingarden, bpw_style","de_lux, irisk",0.025,0.016,0.004,0.164,10.032,0.004,1.177,0.924
"ingarden, irisk","de_lux, bpw_style",0.043,0.016,0.004,0.097,5.956,0.003,1.089,0.870
"bpw_style, irisk","de_lux, ingarden",0.047,0.010,0.004,0.088,8.504,0.004,1.086,0.926
de_lux,"ingarden, bpw_style, irisk",0.032,0.014,0.004,0.131,9.395,0.004,1.134,0.923
ingarden,"de_lux, bpw_style, irisk",0.102,0.009,0.004,0.041,4.713,0.003,1.034,0.877
bpw_style,"de_lux, ingarden, irisk",0.113,0.007,0.004,0.037,5.404,0.003,1.031,0.919
irisk,"de_lux, ingarden, bpw_style",0.260,0.006,0.004,0.016,2.543,0.003,1.010,0.820
"runail, ingarden, bpw_style",de_lux,0.017,0.032,0.005,0.295,9.216,0.005,1.372,0.907
"runail, ingarden, de_lux",bpw_style,0.008,0.113,0.005,0.603,5.341,0.004,2.235,0.820
"runail, bpw_style, de_lux",ingarden,0.011,0.102,0.005,0.479,4.707,0.004,1.724,0.796
"de_lux, ingarden, bpw_style",runail,0.006,0.330,0.005,0.803,2.430,0.003,3.396,0.592
"runail, ingarden","de_lux, bpw_style",0.056,0.016,0.005,0.091,5.610,0.004,1.082,0.870
"runail, bpw_style","de_lux, ingarden",0.061,0.010,0.005,0.084,8.045,0.004,1.080,0.932
"runail, de_lux","ingarden, bpw_style",0.021,0.025,0.005,0.242,9.531,0.005,1.286,0.914
"ingarden, bpw_style","runail, de_lux",0.025,0.021,0.005,0.199,9.531,0.005,1.223,0.918
"de_lux, ingarden","runail, bpw_style",0.010,0.061,0.005,0.487,8.045,0.004,1.832,0.885
"de_lux, bpw_style","runail, ingarden",0.016,0.056,0.005,0.312,5.610,0.004,1.373,0.835
runail,"de_lux, ingarden, bpw_style",0.330,0.006,0.005,0.015,2.430,0.003,1.009,0.879
ingarden,"runail, bpw_style, de_lux",0.102,0.011,0.005,0.050,4.707,0.004,1.041,0.877
bpw_style,"runail, ingarden, de_lux",0.113,0.008,0.005,0.045,5.341,0.004,1.038,0.916
de_lux,"runail, ingarden, bpw_style",0.032,0.017,0.005,0.158,9.216,0.005,1.168,0.921
"de_lux, bpw_style, irisk",masura,0.009,0.095,0.002,0.276,2.905,0.002,1.249,0.662
"de_lux, bpw_style, masura",irisk,0.004,0.260,0.002,0.659,2.530,0.001,2.166,0.607
"de_lux, irisk, masura",bpw_style,0.004,0.113,0.002,0.581,5.141,0.002,2.115,0.809
"bpw_style, irisk, masura",de_lux,0.011,0.032,0.002,0.224,7.010,0.002,1.248,0.867
"de_lux, bpw_style","irisk, masura",0.016,0.036,0.002,0.148,4.155,0.002,1.132,0.772
"de_lux, irisk","bpw_style, masura",0.016,0.021,0.002,0.146,7.074,0.002,1.147,0.873
"de_lux, masura","bpw_style, irisk",0.006,0.047,0.002,0.370,7.830,0.002,1.512,0.878
"bpw_style, irisk","de_lux, masura",0.047,0.006,0.002,0.051,7.830,0.002,1.047,0.916
"bpw_style, masura","de_lux, irisk",0.021,0.016,0.002,0.116,7.074,0.002,1.113,0.877
"irisk, masura","de_lux, bpw_style",0.036,0.016,0.002,0.067,4.155,0.002,1.055,0.787
de_lux,"bpw_style, irisk, masura",0.032,0.011,0.002,0.075,7.010,0.002,1.070,0.886
bpw_style,"de_lux, irisk, masura",0.113,0.004,0.002,0.021,5.141,0.002,1.017,0.908
masura,"de_lux, bpw_style, irisk",0.095,0.009,0.002,0.025,2.905,0.002,1.017,0.725
"de_lux, bpw_style, milv",irisk,0.005,0.260,0.002,0.514,1.974,0.001,1.522,0.496
"de_lux, bpw_style, irisk",milv,0.009,0.054,0.002,0.281,5.185,0.002,1.315,0.814
"de_lux, milv, irisk",bpw_style,0.004,0.113,0.002,0.671,5.939,0.002,2.694,0.835
"bpw_style, milv, irisk",de_lux,0.009,0.032,0.002,0.284,8.869,0.002,1.351,0.895
"de_lux, bpw_style","milv, irisk",0.016,0.022,0.002,0.151,6.802,0.002,1.151,0.867
"de_lux, milv","bpw_style, irisk",0.007,0.047,0.002,0.350,7.416,0.002,1.467,0.871
"de_lux, irisk","bpw_style, milv",0.016,0.018,0.002,0.149,8.209,0.002,1.154,0.893
"bpw_style, milv","de_lux, irisk",0.018,0.016,0.002,0.134,8.209,0.002,1.136,0.894
"bpw_style, irisk","de_lux, milv",0.047,0.007,0.002,0.052,7.416,0.002,1.047,0.908
"milv, irisk","de_lux, bpw_style",0.022,0.016,0.002,0.110,6.802,0.002,1.106,0.872
de_lux,"bpw_style, milv, irisk",0.032,0.009,0.002,0.076,8.869,0.002,1.073,0.917
bpw_style,"de_lux, milv, irisk",0.113,0.004,0.002,0.022,5.939,0.002,1.018,0.937
milv,"de_lux, bpw_style, irisk",0.054,0.009,0.002,0.045,5.185,0.002,1.038,0.853
"runail, bpw_style, irisk",de_lux,0.033,0.032,0.007,0.210,6.564,0.006,1.225,0.876
"runail, bpw_style, de_lux",irisk,0.011,0.260,0.007,0.647,2.486,0.004,2.096,0.604
"runail, irisk, de_lux",bpw_style,0.013,0.113,0.007,0.526,4.654,0.005,1.870,0.795
"de_lux, bpw_style, irisk",runail,0.009,0.330,0.007,0.786,2.378,0.004,3.125,0.585
"runail, bpw_style","de_lux, irisk",0.061,0.016,0.007,0.113,6.892,0.006,1.109,0.910
"runail, irisk","de_lux, bpw_style",0.139,0.016,0.007,0.049,3.029,0.005,1.035,0.778
"runail, de_lux","bpw_style, irisk",0.021,0.047,0.007,0.327,6.922,0.006,1.416,0.874
"bpw_style, irisk","runail, de_lux",0.047,0.021,0.007,0.145,6.922,0.006,1.145,0.898
"de_lux, bpw_style","runail, irisk",0.016,0.139,0.007,0.422,3.029,0.005,1.489,0.681
"de_lux, irisk","runail, bpw_style",0.016,0.061,0.007,0.417,6.892,0.006,1.612,0.869
runail,"de_lux, bpw_style, irisk",0.330,0.009,0.007,0.021,2.378,0.004,1.012,0.865
bpw_style,"runail, irisk, de_lux",0.113,0.013,0.007,0.061,4.654,0.005,1.051,0.885
irisk,"runail, bpw_style, de_lux",0.260,0.011,0.007,0.026,2.486,0.004,1.016,0.808
de_lux,"runail, bpw_style, irisk",0.032,0.033,0.007,0.214,6.564,0.006,1.231,0.876
"runail, bpw_style, de_lux",masura,0.011,0.095,0.003,0.282,2.969,0.002,1.260,0.670
"runail, bpw_style, masura",de_lux,0.014,0.032,0.003,0.220,6.872,0.003,1.241,0.866
"runail, masura, de_lux",bpw_style,0.005,0.113,0.003,0.588,5.204,0.002,2.152,0.812
"de_lux, bpw_style, masura",runail,0.004,0.330,0.003,0.817,2.473,0.002,3.660,0.598
"runail, bpw_style","de_lux, masura",0.061,0.006,0.003,0.049,7.578,0.003,1.045,0.924
"runail, de_lux","bpw_style, masura",0.021,0.021,0.003,0.142,6.876,0.003,1.142,0.873
"runail, masura","de_lux, bpw_style",0.049,0.016,0.003,0.060,3.728,0.002,1.047,0.770
"de_lux, bpw_style","runail, masura",0.016,0.049,0.003,0.184,3.728,0.002,1.165,0.744
"bpw_style, masura","runail, de_lux",0.021,0.021,0.003,0.144,6.876,0.003,1.143,0.873
"de_lux, masura","runail, bpw_style",0.006,0.061,0.003,0.459,7.578,0.003,1.736,0.874
bpw_style,"runail, masura, de_lux",0.113,0.005,0.003,0.026,5.204,0.002,1.022,0.911
de_lux,"runail, bpw_style, masura",0.032,0.014,0.003,0.093,6.872,0.003,1.088,0.883
masura,"runail, bpw_style, de_lux",0.095,0.011,0.003,0.031,2.969,0.002,1.021,0.733
"runail, bpw_style, milv",de_lux,0.010,0.032,0.003,0.300,9.372,0.003,1.382,0.902
"runail, bpw_style, de_lux",milv,0.011,0.054,0.003,0.286,5.280,0.002,1.324,0.819
"runail, milv, de_lux",bpw_style,0.005,0.113,0.003,0.660,5.845,0.003,2.610,0.833
"de_lux, bpw_style, milv",runail,0.005,0.330,0.003,0.636,1.923,0.001,1.837,0.482
"runail, bpw_style","de_lux, milv",0.061,0.007,0.003,0.050,7.153,0.003,1.045,0.916
"runail, milv","de_lux, bpw_style",0.027,0.016,0.003,0.114,7.006,0.003,1.110,0.881
"runail, de_lux","bpw_style, milv",0.021,0.018,0.003,0.144,7.951,0.003,1.148,0.893
"bpw_style, milv","runail, de_lux",0.018,0.021,0.003,0.166,7.951,0.003,1.174,0.890
"de_lux, bpw_style","runail, milv",0.016,0.027,0.003,0.186,7.006,0.003,1.196,0.871
"de_lux, milv","runail, bpw_style",0.007,0.061,0.003,0.433,7.153,0.003,1.657,0.866
bpw_style,"runail, milv, de_lux",0.113,0.005,0.003,0.027,5.845,0.003,1.023,0.934
milv,"runail, bpw_style, de_lux",0.054,0.011,0.003,0.056,5.280,0.002,1.048,0.857
de_lux,"runail, bpw_style, milv",0.032,0.010,0.003,0.094,9.372,0.003,1.093,0.923
"freedecor, bpw_style, domix",irisk,0.004,0.260,0.002,0.659,2.531,0.002,2.168,0.607
"freedecor, bpw_style, irisk",domix,0.015,0.070,0.002,0.161,2.295,0.001,1.109,0.573
"freedecor, domix, irisk",bpw_style,0.003,0.113,0.002,0.800,7.083,0.002,4.435,0.862
"bpw_style, domix, irisk",freedecor,0.007,0.051,0.002,0.364,7.185,0.002,1.492,0.867
"freedecor, bpw_style","domix, irisk",0.036,0.032,0.002,0.069,2.139,0.001,1.040,0.552
"freedecor, domix","bpw_style, irisk",0.005,0.047,0.002,0.509,10.778,0.002,1.941,0.912
"freedecor, irisk","bpw_style, domix",0.021,0.011,0.002,0.120,10.492,0.002,1.124,0.924
"bpw_style, domix","freedecor, irisk",0.011,0.021,0.002,0.217,10.492,0.002,1.251,0.915
"bpw_style, irisk","freedecor, domix",0.047,0.005,0.002,0.053,10.778,0.002,1.050,0.952
"domix, irisk","freedecor, bpw_style",0.032,0.036,0.002,0.077,2.139,0.001,1.044,0.550
freedecor,"bpw_style, domix, irisk",0.051,0.007,0.002,0.049,7.185,0.002,1.044,0.907
bpw_style,"freedecor, domix, irisk",0.113,0.003,0.002,0.022,7.083,0.002,1.019,0.968
domix,"freedecor, bpw_style, irisk",0.070,0.015,0.002,0.035,2.295,0.001,1.021,0.607
"runail, bpw_style, freedecor",domix,0.019,0.070,0.003,0.169,2.403,0.002,1.119,0.595
"runail, bpw_style, domix",freedecor,0.008,0.051,0.003,0.393,7.774,0.003,1.565,0.879
"runail, freedecor, domix",bpw_style,0.004,0.113,0.003,0.837,7.413,0.003,5.449,0.868
"freedecor, bpw_style, domix",runail,0.004,0.330,0.003,0.847,2.563,0.002,4.378,0.612
"runail, bpw_style","freedecor, domix",0.061,0.005,0.003,0.053,10.809,0.003,1.051,0.966
"runail, freedecor","bpw_style, domix",0.026,0.011,0.003,0.123,10.709,0.003,1.127,0.931
"runail, domix","freedecor, bpw_style",0.036,0.036,0.003,0.088,2.457,0.002,1.057,0.615
"freedecor, bpw_style","runail, domix",0.036,0.036,0.003,0.089,2.457,0.002,1.058,0.615
"bpw_style, domix","runail, freedecor",0.011,0.026,0.003,0.279,10.709,0.003,1.351,0.917
"freedecor, domix","runail, bpw_style",0.005,0.061,0.003,0.655,10.809,0.003,2.719,0.912
bpw_style,"runail, freedecor, domix",0.113,0.004,0.003,0.028,7.413,0.003,1.025,0.975
freedecor,"runail, bpw_style, domix",0.051,0.008,0.003,0.063,7.774,0.003,1.059,0.918
domix,"runail, bpw_style, freedecor",0.070,0.019,0.003,0.045,2.403,0.002,1.028,0.628
"grattol, bpw_style, domix",irisk,0.003,0.260,0.002,0.597,2.295,0.001,1.837,0.566
"grattol, domix, irisk",bpw_style,0.008,0.113,0.002,0.256,2.263,0.001,1.192,0.563
"bpw_style, domix, irisk",grattol,0.007,0.163,0.002,0.299,1.831,0.001,1.193,0.457
"grattol, bpw_style, irisk",domix,0.014,0.070,0.002,0.141,2.007,0.001,1.082,0.509
"grattol, domix","bpw_style, irisk",0.014,0.047,0.002,0.147,3.121,0.001,1.118,0.689
"bpw_style, domix","grattol, irisk",0.011,0.052,0.002,0.178,3.415,0.001,1.153,0.715
"domix, irisk","grattol, bpw_style",0.032,0.032,0.002,0.063,1.952,0.001,1.033,0.504
"grattol, bpw_style","domix, irisk",0.032,0.032,0.002,0.063,1.952,0.001,1.033,0.504
"grattol, irisk","bpw_style, domix",0.052,0.011,0.002,0.039,3.415,0.001,1.029,0.746
"bpw_style, irisk","grattol, domix",0.047,0.014,0.002,0.043,3.121,0.001,1.031,0.713
domix,"grattol, bpw_style, irisk",0.070,0.014,0.002,0.029,2.007,0.001,1.015,0.540
grattol,"bpw_style, domix, irisk",0.163,0.007,0.002,0.013,1.831,0.001,1.006,0.542
bpw_style,"grattol, domix, irisk",0.113,0.008,0.002,0.018,2.263,0.001,1.010,0.629
"runail, bpw_style, grattol",domix,0.020,0.070,0.003,0.143,2.031,0.001,1.085,0.518
"runail, grattol, domix",bpw_style,0.009,0.113,0.003,0.315,2.789,0.002,1.295,0.647
"runail, bpw_style, domix",grattol,0.008,0.163,0.003,0.344,2.111,0.001,1.276,0.531
"grattol, bpw_style, domix",runail,0.003,0.330,0.003,0.818,2.476,0.002,3.683,0.598
"runail, grattol","bpw_style, domix",0.069,0.011,0.003,0.040,3.526,0.002,1.030,0.770
"runail, bpw_style","grattol, domix",0.061,0.014,0.003,0.046,3.335,0.002,1.034,0.745
"runail, domix","grattol, bpw_style",0.036,0.032,0.003,0.077,2.389,0.002,1.049,0.603
"grattol, bpw_style","runail, domix",0.032,0.036,0.003,0.087,2.389,0.002,1.055,0.601
"grattol, domix","runail, bpw_style",0.014,0.061,0.003,0.202,3.335,0.002,1.177,0.710
"bpw_style, domix","runail, grattol",0.011,0.069,0.003,0.244,3.526,0.002,1.231,0.725
grattol,"runail, bpw_style, domix",0.163,0.008,0.003,0.017,2.111,0.001,1.009,0.629
bpw_style,"runail, grattol, domix",0.113,0.009,0.003,0.025,2.789,0.002,1.016,0.723
domix,"runail, bpw_style, grattol",0.070,0.020,0.003,0.040,2.031,0.001,1.021,0.546
"ingarden, bpw_style, domix",irisk,0.004,0.260,0.003,0.667,2.561,0.002,2.219,0.612
"ingarden, domix, irisk",bpw_style,0.008,0.113,0.003,0.330,2.918,0.002,1.323,0.662
"bpw_style, domix, irisk",ingarden,0.007,0.102,0.003,0.377,3.701,0.002,1.441,0.735
"ingarden, bpw_style, irisk",domix,0.014,0.070,0.003,0.185,2.635,0.002,1.141,0.629
"ingarden, domix","bpw_style, irisk",0.013,0.047,0.003,0.202,4.278,0.002,1.194,0.776
"bpw_style, domix","ingarden, irisk",0.011,0.043,0.003,0.225,5.199,0.002,1.234,0.817
"domix, irisk","ingarden, bpw_style",0.032,0.025,0.003,0.079,3.129,0.002,1.059,0.703
"ingarden, bpw_style","domix, irisk",0.025,0.032,0.003,0.101,3.129,0.002,1.077,0.698
"ingarden, irisk","bpw_style, domix",0.043,0.011,0.003,0.060,5.199,0.002,1.051,0.844
"bpw_style, irisk","ingarden, domix",0.047,0.013,0.003,0.055,4.278,0.002,1.044,0.804
domix,"ingarden, bpw_style, irisk",0.070,0.014,0.003,0.037,2.635,0.002,1.024,0.667
ingarden,"bpw_style, domix, irisk",0.102,0.007,0.003,0.025,3.701,0.002,1.019,0.813
bpw_style,"ingarden, domix, irisk",0.113,0.008,0.003,0.023,2.918,0.002,1.015,0.741
"runail, ingarden, bpw_style",domix,0.017,0.070,0.003,0.181,2.572,0.002,1.135,0.622
"runail, ingarden, domix",bpw_style,0.009,0.113,0.003,0.347,3.068,0.002,1.357,0.680
"runail, bpw_style, domix",ingarden,0.008,0.102,0.003,0.383,3.759,0.002,1.455,0.740
"ingarden, bpw_style, domix",runail,0.004,0.330,0.003,0.805,2.435,0.002,3.427,0.592
"runail, ingarden","bpw_style, domix",0.056,0.011,0.003,0.056,4.874,0.002,1.047,0.842
"runail, bpw_style","ingarden, domix",0.061,0.013,0.003,0.051,4.028,0.002,1.041,0.800
"runail, domix","ingarden, bpw_style",0.036,0.025,0.003,0.086,3.374,0.002,1.066,0.730
"ingarden, bpw_style","runail, domix",0.025,0.036,0.003,0.122,3.374,0.002,1.098,0.722
"ingarden, domix","runail, bpw_style",0.013,0.061,0.003,0.244,4.028,0.002,1.242,0.761
"bpw_style, domix","runail, ingarden",0.011,0.056,0.003,0.271,4.874,0.002,1.296,0.804
ingarden,"runail, bpw_style, domix",0.102,0.008,0.003,0.031,3.759,0.002,1.023,0.817
bpw_style,"runail, ingarden, domix",0.113,0.009,0.003,0.028,3.068,0.002,1.019,0.760
domix,"runail, ingarden, bpw_style",0.070,0.017,0.003,0.044,2.572,0.002,1.028,0.657
"runail, bpw_style, domix",irisk,0.008,0.260,0.006,0.694,2.666,0.004,2.417,0.630
"runail, domix, irisk",bpw_style,0.022,0.113,0.006,0.262,2.319,0.003,1.202,0.581
"bpw_style, domix, irisk",runail,0.007,0.330,0.006,0.825,2.496,0.003,3.819,0.603
"runail, bpw_style, irisk",domix,0.033,0.070,0.006,0.173,2.460,0.003,1.124,0.614
"runail, domix","bpw_style, irisk",0.036,0.047,0.006,0.155,3.291,0.004,1.128,0.722
"bpw_style, domix","runail, irisk",0.011,0.139,0.006,0.492,3.533,0.004,1.695,0.725
"domix, irisk","runail, bpw_style",0.032,0.061,0.006,0.174,2.873,0.004,1.137,0.674
"runail, bpw_style","domix, irisk",0.061,0.032,0.006,0.093,2.873,0.004,1.067,0.694
"runail, irisk","bpw_style, domix",0.139,0.011,0.006,0.040,3.533,0.004,1.030,0.833
"bpw_style, irisk","runail, domix",0.047,0.036,0.006,0.119,3.291,0.004,1.094,0.731
domix,"runail, bpw_style, irisk",0.070,0.033,0.006,0.080,2.460,0.003,1.052,0.638
runail,"bpw_style, domix, irisk",0.330,0.007,0.006,0.017,2.496,0.003,1.010,0.895
bpw_style,"runail, domix, irisk",0.113,0.022,0.006,0.050,2.319,0.003,1.030,0.641
irisk,"runail, bpw_style, domix",0.260,0.008,0.006,0.022,2.666,0.004,1.014,0.845
"runail, bpw_style, domix",masura,0.008,0.095,0.002,0.268,2.824,0.001,1.236,0.651
"runail, bpw_style, masura",domix,0.014,0.070,0.002,0.161,2.285,0.001,1.108,0.570
"runail, domix, masura",bpw_style,0.007,0.113,0.002,0.320,2.836,0.001,1.305,0.652
"bpw_style, domix, masura",runail,0.003,0.330,0.002,0.803,2.431,0.001,3.404,0.590
"runail, bpw_style","domix, masura",0.061,0.010,0.002,0.036,3.629,0.002,1.027,0.771
"runail, domix","bpw_style, masura",0.036,0.021,0.002,0.060,2.899,0.001,1.042,0.680
"runail, masura","bpw_style, domix",0.049,0.011,0.002,0.044,3.858,0.002,1.034,0.779
"bpw_style, domix","runail, masura",0.011,0.049,0.002,0.190,3.858,0.002,1.174,0.749
"bpw_style, masura","runail, domix",0.021,0.036,0.002,0.105,2.899,0.001,1.077,0.669
"domix, masura","runail, bpw_style",0.010,0.061,0.002,0.220,3.629,0.002,1.204,0.732
bpw_style,"runail, domix, masura",0.113,0.007,0.002,0.019,2.836,0.001,1.013,0.730
domix,"runail, bpw_style, masura",0.070,0.014,0.002,0.031,2.285,0.001,1.018,0.605
masura,"runail, bpw_style, domix",0.095,0.008,0.002,0.023,2.824,0.001,1.015,0.714
"runail, bpw_style, severina",domix,0.007,0.070,0.002,0.297,4.220,0.002,1.322,0.768
"runail, severina, domix",bpw_style,0.008,0.113,0.002,0.269,2.382,0.001,1.213,0.585
"runail, bpw_style, domix",severina,0.008,0.057,0.002,0.251,4.406,0.002,1.260,0.779
"bpw_style, severina, domix",runail,0.002,0.330,0.002,0.852,2.578,0.001,4.520,0.614
