antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
5854897,5751422,0.036,0.028,0.002,0.062,2.195,0.001,1.036,0.565
5759492,5759491,0.012,0.010,0.003,0.227,21.865,0.003,1.280,0.966
5759491,5759492,0.010,0.012,0.003,0.269,21.865,0.003,1.351,0.964
5788436,5788435,0.005,0.004,0.002,0.442,98.859,0.002,1.785,0.995
5788435,5788436,0.004,0.005,0.002,0.461,98.859,0.002,1.847,0.994
5789668,5809910,0.010,0.065,0.002,0.220,3.364,0.002,1.198,0.710
5809910,5789668,0.065,0.010,0.002,0.035,3.364,0.002,1.025,0.752
5792800,5809910,0.022,0.065,0.004,0.170,2.606,0.002,1.126,0.630
5809910,5792800,0.065,0.022,0.004,0.057,2.606,0.002,1.037,0.659
5792800,5849033,0.022,0.023,0.003,0.137,6.032,0.002,1.132,0.853
5849033,5792800,0.023,0.022,0.003,0.132,6.032,0.002,1.126,0.854
5802432,5809910,0.025,0.065,0.002,0.091,1.399,0.001,1.029,0.292
5809910,5802432,0.065,0.025,0.002,0.035,1.399,0.001,1.010,0.305
5802432,5815662,0.025,0.027,0.002,0.096,3.626,0.002,1.077,0.743
5815662,5802432,0.027,0.025,0.002,0.089,3.626,0.002,1.071,0.744
5802432,5854897,0.025,0.036,0.003,0.130,3.631,0.002,1.108,0.743
5854897,5802432,0.036,0.025,0.003,0.090,3.631,0.002,1.071,0.751
5804662,5804660,0.003,0.003,0.002,0.641,214.892,0.002,2.775,0.999
5804660,5804662,0.003,0.003,0.002,0.702,214.892,0.002,3.346,0.998
5804660,5804663,0.003,0.005,0.002,0.745,156.502,0.002,3.898,0.997
5804663,5804660,0.005,0.003,0.002,0.467,156.502,0.002,1.869,0.998
5804662,5804663,0.003,0.005,0.002,0.728,153.029,0.002,3.661,0.997
5804663,5804662,0.005,0.003,0.002,0.500,153.029,0.002,1.993,0.998
5804662,5804667,0.003,0.003,0.002,0.650,193.452,0.002,2.851,0.998
5804667,5804662,0.003,0.003,0.002,0.632,193.452,0.002,2.709,0.998
5804667,5804663,0.003,0.005,0.002,0.689,144.733,0.002,3.197,0.996
5804663,5804667,0.005,0.003,0.002,0.487,144.733,0.002,1.942,0.998
5833334,5809297,0.012,0.008,0.002,0.168,20.339,0.002,1.193,0.963
5809297,5833334,0.008,0.012,0.002,0.249,20.339,0.002,1.315,0.959
5809911,5809910,0.013,0.065,0.008,0.619,9.491,0.007,2.455,0.907
5809910,5809911,0.065,0.013,0.008,0.125,9.491,0.007,1.128,0.957
5809912,5809910,0.027,0.065,0.014,0.520,7.971,0.012,1.948,0.899
5809910,5809912,0.065,0.027,0.014,0.213,7.971,0.012,1.237,0.936
5809910,5814046,0.065,0.009,0.003,0.041,4.698,0.002,1.034,0.842
5814046,5809910,0.009,0.065,0.003,0.307,4.698,0.002,1.348,0.794
5809910,5815662,0.065,0.027,0.003,0.044,1.646,0.001,1.018,0.420
5815662,5809910,0.027,0.065,0.003,0.107,1.646,0.001,1.047,0.403
5816166,5809910,0.006,0.065,0.003,0.525,8.044,0.003,1.967,0.881
5809910,5816166,0.065,0.006,0.003,0.046,8.044,0.003,1.042,0.937
5816169,5809910,0.006,0.065,0.003,0.510,7.817,0.003,1.908,0.878
5809910,5816169,0.065,0.006,0.003,0.049,7.817,0.003,1.045,0.933
5816170,5809910,0.014,0.065,0.007,0.498,7.628,0.006,1.861,0.881
5809910,5816170,0.065,0.014,0.007,0.106,7.628,0.006,1.104,0.930
5816172,5809910,0.009,0.065,0.005,0.564,8.637,0.005,2.142,0.892
5809910,5816172,0.065,0.009,0.005,0.080,8.637,0.005,1.077,0.946
5816175,5809910,0.005,0.065,0.002,0.452,6.924,0.002,1.705,0.860
5809910,5816175,0.065,0.005,0.002,0.036,6.924,0.002,1.032,0.915
5809910,5816178,0.065,0.007,0.003,0.051,7.415,0.003,1.047,0.926
5816178,5809910,0.007,0.065,0.003,0.484,7.415,0.003,1.811,0.871
5833325,5809910,0.020,0.065,0.003,0.138,2.121,0.001,1.085,0.540
5809910,5833325,0.065,0.020,0.003,0.043,2.121,0.001,1.024,0.565
5809910,5833326,0.065,0.019,0.002,0.035,1.916,0.001,1.018,0.511
5833326,5809910,0.019,0.065,0.002,0.125,1.916,0.001,1.068,0.487
5809910,5833330,0.065,0.031,0.005,0.075,2.416,0.003,1.048,0.627
5833330,5809910,0.031,0.065,0.005,0.158,2.416,0.003,1.110,0.605
5809910,5849033,0.065,0.023,0.004,0.063,2.790,0.003,1.043,0.686
5849033,5809910,0.023,0.065,0.004,0.182,2.790,0.003,1.143,0.656
5850625,5809910,0.006,0.065,0.003,0.531,8.134,0.003,1.992,0.882
5809910,5850625,0.065,0.006,0.003,0.046,8.134,0.003,1.042,0.938
5854812,5809910,0.006,0.065,0.003,0.418,6.406,0.002,1.606,0.849
5809910,5854812,0.065,0.006,0.003,0.038,6.406,0.002,1.034,0.903
5854827,5809910,0.004,0.065,0.002,0.524,8.033,0.002,1.965,0.879
5809910,5854827,0.065,0.004,0.002,0.032,8.033,0.002,1.029,0.937
5809910,5854832,0.065,0.008,0.004,0.063,8.199,0.004,1.059,0.939
5854832,5809910,0.008,0.065,0.004,0.535,8.199,0.004,2.010,0.885
5809910,5854897,0.065,0.036,0.004,0.062,1.727,0.002,1.028,0.450
5854897,5809910,0.036,0.065,0.004,0.113,1.727,0.002,1.053,0.437
5809912,5809911,0.027,0.013,0.006,0.207,15.750,0.005,1.245,0.962
5809911,5809912,0.013,0.027,0.006,0.422,15.750,0.005,1.683,0.949
5809911,5816170,0.013,0.014,0.003,0.224,16.055,0.003,1.271,0.950
5816170,5809911,0.014,0.013,0.003,0.211,16.055,0.003,1.251,0.951
5816172,5809911,0.009,0.013,0.002,0.230,17.489,0.002,1.282,0.952
5809911,5816172,0.013,0.009,0.002,0.161,17.489,0.002,1.182,0.955
5809912,5816169,0.027,0.006,0.002,0.079,12.639,0.002,1.079,0.946
5816169,5809912,0.006,0.027,0.002,0.338,12.639,0.002,1.471,0.927
5809912,5816170,0.027,0.014,0.005,0.175,12.563,0.004,1.196,0.946
5816170,5809912,0.014,0.027,0.005,0.336,12.563,0.004,1.467,0.933
5809912,5816172,0.027,0.009,0.003,0.128,13.862,0.003,1.136,0.953
5816172,5809912,0.009,0.027,0.003,0.371,13.862,0.003,1.548,0.937
5809912,5816178,0.027,0.007,0.003,0.104,15.147,0.003,1.109,0.960
5816178,5809912,0.007,0.027,0.003,0.406,15.147,0.003,1.637,0.940
5809912,5833330,0.027,0.031,0.002,0.090,2.888,0.002,1.065,0.672
5833330,5809912,0.031,0.027,0.002,0.077,2.888,0.002,1.055,0.675
5809912,5850625,0.027,0.006,0.002,0.091,16.067,0.002,1.094,0.964
5850625,5809912,0.006,0.027,0.002,0.430,16.067,0.002,1.708,0.943
5809912,5854832,0.027,0.008,0.002,0.083,10.759,0.002,1.082,0.932
5854832,5809912,0.008,0.027,0.002,0.288,10.759,0.002,1.367,0.914
5814517,5814516,0.003,0.003,0.003,0.867,290.875,0.003,7.516,1.000
5814516,5814517,0.003,0.003,0.003,0.904,290.875,0.003,10.412,1.000
5815662,5854897,0.027,0.036,0.004,0.142,3.972,0.003,1.124,0.769
5854897,5815662,0.036,0.027,0.004,0.106,3.972,0.003,1.088,0.776
5816170,5816169,0.014,0.006,0.003,0.180,28.586,0.002,1.211,0.979
5816169,5816170,0.006,0.014,0.003,0.399,28.586,0.002,1.641,0.971
5816172,5816170,0.009,0.014,0.003,0.289,20.681,0.003,1.386,0.961
5816170,5816172,0.014,0.009,0.003,0.191,20.681,0.003,1.225,0.965
5816170,5816178,0.014,0.007,0.002,0.155,22.451,0.002,1.175,0.969
5816178,5816170,0.007,0.014,0.002,0.313,22.451,0.002,1.436,0.962
5833318,5819114,0.008,0.007,0.003,0.309,47.311,0.003,1.438,0.987
5819114,5833318,0.007,0.008,0.003,0.393,47.311,0.003,1.634,0.985
5833334,5819114,0.012,0.007,0.003,0.223,34.095,0.003,1.278,0.983
5819114,5833334,0.007,0.012,0.003,0.417,34.095,0.003,1.696,0.977
5833334,5833318,0.012,0.008,0.003,0.262,31.483,0.003,1.343,0.980
5833318,5833334,0.008,0.012,0.003,0.385,31.483,0.003,1.607,0.976
5833323,5833325,0.012,0.020,0.003,0.275,13.485,0.003,1.351,0.937
5833325,5833323,0.020,0.012,0.003,0.166,13.485,0.003,1.185,0.945
5833323,5833326,0.012,0.019,0.002,0.167,9.020,0.002,1.178,0.900
5833326,5833323,0.019,0.012,0.002,0.111,9.020,0.002,1.111,0.906
5833323,5833330,0.012,0.031,0.005,0.370,11.871,0.004,1.538,0.927
5833330,5833323,0.031,0.012,0.005,0.146,11.871,0.004,1.157,0.945
5833325,5833326,0.020,0.019,0.007,0.327,17.629,0.006,1.457,0.963
5833326,5833325,0.019,0.020,0.007,0.360,17.629,0.006,1.530,0.961
5833325,5833327,0.020,0.005,0.002,0.115,21.467,0.002,1.124,0.973
5833327,5833325,0.005,0.020,0.002,0.438,21.467,0.002,1.743,0.959
5833325,5833330,0.020,0.031,0.007,0.339,10.873,0.006,1.466,0.927
5833330,5833325,0.031,0.020,0.007,0.222,10.873,0.006,1.259,0.937
5833325,5833334,0.020,0.012,0.002,0.106,8.637,0.002,1.105,0.903
5833334,5833325,0.012,0.020,0.002,0.176,8.637,0.002,1.189,0.895
5833325,5833335,0.020,0.012,0.003,0.146,12.160,0.003,1.157,0.937
5833335,5833325,0.012,0.020,0.003,0.248,12.160,0.003,1.303,0.929
5833325,5862943,0.020,0.012,0.002,0.117,9.676,0.002,1.118,0.915
5862943,5833325,0.012,0.020,0.002,0.197,9.676,0.002,1.220,0.908
5833325,5877490,0.020,0.007,0.002,0.104,15.494,0.002,1.109,0.955
5877490,5833325,0.007,0.020,0.002,0.316,15.494,0.002,1.432,0.942
5833326,5833327,0.019,0.005,0.002,0.110,20.442,0.002,1.117,0.969
5833327,5833326,0.005,0.019,0.002,0.379,20.442,0.002,1.580,0.956
5833326,5833330,0.019,0.031,0.006,0.312,9.994,0.005,1.407,0.917
5833330,5833326,0.031,0.019,0.006,0.185,9.994,0.005,1.204,0.929
5833335,5833326,0.012,0.019,0.003,0.222,11.964,0.002,1.261,0.928
5833326,5833335,0.019,0.012,0.003,0.144,11.964,0.002,1.154,0.934
5833334,5833330,0.012,0.031,0.003,0.233,7.477,0.002,1.263,0.877
5833330,5833334,0.031,0.012,0.003,0.092,7.477,0.002,1.087,0.894
5833335,5833330,0.012,0.031,0.004,0.354,11.338,0.004,1.499,0.923
5833330,5833335,0.031,0.012,0.004,0.136,11.338,0.004,1.144,0.941
5854897,5833330,0.036,0.031,0.003,0.079,2.533,0.002,1.052,0.628
5833330,5854897,0.031,0.036,0.003,0.091,2.533,0.002,1.060,0.625
5862943,5833330,0.012,0.031,0.003,0.266,8.524,0.003,1.320,0.893
5833330,5862943,0.031,0.012,0.003,0.103,8.524,0.003,1.101,0.911
5906119,5833330,0.006,0.031,0.002,0.371,11.897,0.002,1.540,0.921
5833330,5906119,0.031,0.006,0.002,0.070,11.897,0.002,1.069,0.945
5833334,5848909,0.012,0.010,0.002,0.174,17.651,0.002,1.198,0.955
5848909,5833334,0.010,0.012,0.002,0.216,17.651,0.002,1.260,0.953
5843545,5843546,0.006,0.004,0.002,0.395,102.840,0.002,1.646,0.996
5843546,5843545,0.004,0.006,0.002,0.620,102.840,0.002,2.615,0.994
5849033,5854897,0.023,0.036,0.002,0.109,3.056,0.002,1.083,0.688
5854897,5849033,0.036,0.023,0.002,0.069,3.056,0.002,1.050,0.698
5862936,5862943,0.005,0.012,0.003,0.647,53.679,0.003,2.799,0.987
5862943,5862936,0.012,0.005,0.003,0.289,53.679,0.003,1.400,0.993
5864736,5864737,0.006,0.005,0.002,0.356,78.407,0.002,1.545,0.993
5864737,5864736,0.005,0.006,0.002,0.483,78.407,0.002,1.921,0.992
5864736,5864739,0.006,0.006,0.002,0.330,58.425,0.002,1.484,0.989
5864739,5864736,0.006,0.006,0.002,0.360,58.425,0.002,1.552,0.988
"5584840, 5584838",5584836,0.003,0.005,0.002,0.864,176.902,0.002,7.328,0.997
"5584836, 5584838",5584840,0.003,0.004,0.002,0.722,192.790,0.002,3.579,0.998
"5584840, 5584836",5584838,0.003,0.004,0.002,0.824,204.417,0.002,5.644,0.998
5584838,"5584840, 5584836",0.004,0.003,0.002,0.551,204.417,0.002,2.222,0.999
5584840,"5584836, 5584838",0.004,0.003,0.002,0.593,192.790,0.002,2.451,0.999
5584836,"5584840, 5584838",0.005,0.003,0.002,0.455,176.902,0.002,1.829,0.999
"5809912, 5809911",5809910,0.006,0.065,0.004,0.771,11.822,0.004,4.090,0.921
"5809912, 5809910",5809911,0.014,0.013,0.004,0.308,23.359,0.004,1.425,0.971
"5809911, 5809910",5809912,0.008,0.027,0.004,0.525,19.620,0.004,2.050,0.957
5809912,"5809911, 5809910",0.027,0.008,0.004,0.160,19.620,0.004,1.181,0.975
5809911,"5809912, 5809910",0.013,0.014,0.004,0.325,23.359,0.004,1.462,0.970
5809910,"5809912, 5809911",0.065,0.006,0.004,0.066,11.822,0.004,1.064,0.979
"5809911, 5816170",5809910,0.003,0.065,0.002,0.688,10.546,0.002,2.998,0.908
"5816170, 5809910",5809911,0.007,0.013,0.002,0.292,22.199,0.002,1.394,0.962
"5809911, 5809910",5816170,0.008,0.014,0.002,0.249,17.842,0.002,1.313,0.952
5816170,"5809911, 5809910",0.014,0.008,0.002,0.145,17.842,0.002,1.161,0.957
5809911,"5816170, 5809910",0.013,0.007,0.002,0.154,22.199,0.002,1.174,0.968
5809910,"5809911, 5816170",0.065,0.003,0.002,0.031,10.546,0.002,1.029,0.968
"5809912, 5816170",5809910,0.005,0.065,0.003,0.628,9.630,0.003,2.515,0.900
"5809912, 5809910",5816170,0.014,0.014,0.003,0.212,15.178,0.003,1.251,0.947
"5816170, 5809910",5809912,0.007,0.027,0.003,0.425,15.861,0.003,1.692,0.944
5809912,"5816170, 5809910",0.027,0.007,0.003,0.110,15.861,0.003,1.116,0.963
5816170,"5809912, 5809910",0.014,0.014,0.003,0.211,15.178,0.003,1.250,0.947
5809910,"5809912, 5816170",0.065,0.005,0.003,0.045,9.630,0.003,1.042,0.959
"5809912, 5809910",5816172,0.014,0.009,0.002,0.173,18.754,0.002,1.198,0.960
"5809912, 5816172",5809910,0.003,0.065,0.002,0.704,10.784,0.002,3.155,0.910
"5816172, 5809910",5809912,0.005,0.027,0.002,0.463,17.309,0.002,1.814,0.947
5809912,"5816172, 5809910",0.027,0.005,0.002,0.090,17.309,0.002,1.093,0.968
5809910,"5809912, 5816172",0.065,0.003,0.002,0.037,10.784,0.002,1.035,0.971
5816172,"5809912, 5809910",0.009,0.014,0.002,0.261,18.754,0.002,1.335,0.955
"5833325, 5833326",5833330,0.007,0.031,0.003,0.381,12.217,0.002,1.565,0.924
"5833325, 5833330",5833326,0.007,0.019,0.003,0.367,19.809,0.002,1.550,0.956
"5833326, 5833330",5833325,0.006,0.020,0.003,0.440,21.550,0.002,1.748,0.959
5833325,"5833326, 5833330",0.020,0.006,0.003,0.124,21.550,0.002,1.136,0.973
5833326,"5833325, 5833330",0.019,0.007,0.003,0.137,19.809,0.002,1.151,0.967
5833330,"5833325, 5833326",0.031,0.007,0.003,0.081,12.217,0.002,1.081,0.948
