antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"1487580006551913373, 1487580005092295511",frozenset({'1487580005268456287'}),0.018,0.170,0.011,0.629,3.712,0.008,2.241,0.744
"1487580006551913373, 1487580005268456287",frozenset({'1487580005092295511'}),0.016,0.200,0.011,0.709,3.544,0.008,2.746,0.729
"1487580007256556476, 1487580005092295511",frozenset({'1487580005268456287'}),0.018,0.170,0.010,0.560,3.302,0.007,1.887,0.710
"1487580007256556476, 1487580005268456287",frozenset({'1487580005092295511'}),0.015,0.200,0.010,0.672,3.360,0.007,2.438,0.713
"1487580007281722301, 1487580005092295511",frozenset({'1487580005268456287'}),0.027,0.170,0.017,0.632,3.727,0.013,2.256,0.752
"1487580007281722301, 1487580005268456287",frozenset({'1487580005092295511'}),0.025,0.200,0.017,0.676,3.383,0.012,2.472,0.723
"1487580005092295511, 1487580007675986893",frozenset({'1487580005268456287'}),0.040,0.170,0.021,0.520,3.065,0.014,1.729,0.701
"1487580007675986893, 1487580005268456287",frozenset({'1487580005092295511'}),0.035,0.200,0.021,0.596,2.982,0.014,1.981,0.688
"1487580008145748965, 1487580005092295511",frozenset({'1487580005268456287'}),0.029,0.170,0.017,0.574,3.385,0.012,1.949,0.726
"1487580008145748965, 1487580005268456287",frozenset({'1487580005092295511'}),0.027,0.200,0.017,0.629,3.144,0.012,2.154,0.701
"1487580009286598681, 1487580005092295511",frozenset({'1487580005268456287'}),0.048,0.170,0.027,0.561,3.308,0.019,1.891,0.733
"1487580009286598681, 1487580005268456287",frozenset({'1487580005092295511'}),0.043,0.200,0.027,0.630,3.151,0.019,2.163,0.713
"1487580005092295511, 1487580009311764506",frozenset({'1487580005268456287'}),0.027,0.170,0.015,0.560,3.300,0.010,1.886,0.716
"1487580009311764506, 1487580005268456287",frozenset({'1487580005092295511'}),0.023,0.200,0.015,0.655,3.275,0.010,2.317,0.711
"1487580009387261981, 1487580005092295511",frozenset({'1487580005268456287'}),0.030,0.170,0.019,0.623,3.676,0.014,2.204,0.751
"1487580009387261981, 1487580005268456287",frozenset({'1487580005092295511'}),0.027,0.200,0.019,0.689,3.446,0.013,2.573,0.730
"1487580009445982239, 1487580005092295511",frozenset({'1487580005268456287'}),0.035,0.170,0.020,0.588,3.465,0.015,2.013,0.737
"1487580009445982239, 1487580005268456287",frozenset({'1487580005092295511'}),0.032,0.200,0.020,0.630,3.153,0.014,2.165,0.706
"1487580009605365797, 1487580005092295511",frozenset({'1487580005268456287'}),0.019,0.170,0.012,0.623,3.676,0.009,2.204,0.742
"1487580009605365797, 1487580005268456287",frozenset({'1487580005092295511'}),0.018,0.200,0.012,0.647,3.236,0.008,2.266,0.704
"1487580010100293687, 1487580005092295511",frozenset({'1487580005268456287'}),0.022,0.170,0.013,0.602,3.551,0.010,2.087,0.735
"1487580010100293687, 1487580005268456287",frozenset({'1487580005092295511'}),0.020,0.200,0.013,0.677,3.387,0.009,2.479,0.719
"1487580005092295511, 1602943681873052386",frozenset({'1487580005268456287'}),0.026,0.170,0.014,0.522,3.081,0.009,1.739,0.693
"1602943681873052386, 1487580005268456287",frozenset({'1487580005092295511'}),0.022,0.200,0.014,0.621,3.106,0.009,2.111,0.693
"1487580005092295511, 1487580009311764506",frozenset({'1487580009286598681'}),0.027,0.135,0.016,0.606,4.478,0.013,2.195,0.798
"1487580009311764506, 1487580005268456287",frozenset({'1487580009286598681'}),0.023,0.135,0.014,0.628,4.636,0.011,2.322,0.803
"1487580006317032337, 1487580009311764506",frozenset({'1487580009286598681'}),0.021,0.135,0.013,0.599,4.427,0.010,2.158,0.791
"1487580006317032337, 1487580009471148064",frozenset({'1487580009445982239'}),0.018,0.106,0.010,0.565,5.311,0.008,2.053,0.827
"1487580009445982239, 1487580009311764506",frozenset({'1487580009286598681'}),0.018,0.135,0.012,0.634,4.687,0.009,2.365,0.801
